date,Admit_0_4,Admit_5_12,Admit_13_17,Admit_18_24,Admit_25_34,Admit_35_44,Admit_45_54,Admit_55_64,Admit_65_74,Admit_75_,Admit_All_ages,Visit_0_4,Visit_5_12,Visit_13_17,Visit_18_24,Visit_25_34,Visit_35_44,Visit_45_54,Visit_55_64,Visit_65_74,Visit_75_,Visit_All_ages
2021-09-16,1.681488678,0,0.2280557307,0.4146106039,0.8670712999,0.3487920894,0.9469221715,1.3000065,1.7164484393,5.6675350793,1.1430275084,28.0248113,5.8418024384,3.6488916918,4.9753272465,5.5359167612,4.9702872739,5.586840812,5.2000260001,5.2923826879,8.9583618995,6.9415108061
2021-09-17,3.7366415066,0.6638411862,0.4561114615,0.5528141385,0.4001867538,1.1335742905,1.230998823,1.400007,2.1455605491,5.6675350793,1.4645039951,30.82729243,8.7627036576,3.8769474226,5.528141385,5.4692189689,5.493475408,5.8709174634,6.4000320002,8.5822421966,10.786599022,8.072631778
2021-09-18,4.2971377326,0.5310729489,0.912222923,0.8292212078,0.4668845461,0.6975841788,1.230998823,1.5000075,2.7177100289,5.1190639426,1.5121301413,34.190269786,8.0988624714,3.4208359611,5.3899378504,4.0018675382,4.6214951845,5.4921485948,6.0000300002,7.2949058671,7.8614196261,7.417772268
2021-09-19,4.2971377326,0.7966094234,0,0.6910176731,0.5335823384,0.7847822011,0.6628455201,1.400007,1.5734110694,4.7534165181,1.2978124835,39.795232045,6.7711800991,4.3330588841,5.9427519889,5.8027079304,6.0166635421,4.6399186404,7.3000365002,7.4379432371,8.5927144751,8.3702951916
2021-09-20,3.1761452806,1.1949141351,0.4561114615,0.2764070693,0.5335823384,0.6975841788,0.5681533029,2.1000105001,2.574672659,4.0221216692,1.3454386297,34.190269786,12.4802143,7.2977833837,4.6989201773,4.9356366304,4.8830892515,4.355841989,7.3000365002,6.4366816474,8.2270670506,8.1202579242
2021-09-21,4.8576339586,0.6638411862,0,0.2764070693,0.4001867538,0.8719802235,0.6628455201,1.800009,3.8620089885,5.8503587915,1.5835693606,36.80591884,10.09038603,4.7891703455,4.8371237119,3.9351697459,5.3190793633,4.7346108576,5.9000295001,6.8657937573,8.5927144751,7.7749683643
2021-09-22,3.5498094313,0.6638411862,0.4561114615,1.2438318116,0.5335823384,1.0463762682,1.3256910401,2.6000130001,2.574672659,5.8503587915,1.7264477991,41.289888648,13.409591961,8.6661177681,5.1135307811,5.2691255919,6.8014457432,5.4921485948,7.3000365002,7.1518684972,9.8724804607,9.3942573345
2021-09-23,3.362977356,0.9293776607,0.2280557307,0.4146106039,0.5335823384,1.3079703352,1.5150754744,1.400007,2.431635289,4.3877690937,1.4645039951,35.684926388,11.683604877,4.5611146148,5.2517343158,4.6021476689,6.4526536538,6.3443785492,6.1000305002,8.2961674567,7.3129484894,8.4060148013
2021-09-24,3.1761452806,1.0621458979,0.4561114615,0.2764070693,0.4001867538,0.6975841788,1.5150754744,2.4000120001,2.1455605491,3.108003108,1.3692517028,33.442941484,13.144055486,4.7891703455,4.6989201773,3.4015874075,4.2727030951,5.0186875091,6.0000300002,6.5797190174,6.5816536405,7.4773049507
2021-09-25,4.1103056573,0.3983047117,0.2280557307,0.2764070693,0.4668845461,0.8719802235,1.6097676916,2.6000130001,2.1455605491,4.7534165181,1.5359432144,38.861071669,9.4265448438,5.0172260763,3.5932919003,3.1347962382,4.7086932068,6.0603018977,6.7000335002,6.8657937573,7.4957722017,7.7154356816
2021-09-26,4.1103056573,0.6638411862,1.1402786537,0.4146106039,0.4001867538,0.9591782458,1.0416143887,1.1000055,2.1455605491,4.2049453814,1.3335320931,40.355728271,11.019763691,5.9294489992,4.5607166426,4.1352631228,5.8422674974,3.9770731204,4.0000200001,5.8645321677,6.5816536405,7.6916226085
2021-09-27,3.362977356,1.4604506096,0.912222923,0.4146106039,0.6002801307,0.6103861564,0.7575377372,2.1000105001,2.8607473989,4.0221216692,1.4645039951,46.708018833,18.72032145,9.3502849603,3.4550883656,4.0685653305,5.0574852962,5.2080719434,5.9000295001,7.8670553469,8.0442433384,9.3942573345
2021-09-28,3.5498094313,1.3276823724,0.4561114615,0.5528141385,0.2667911692,0.8719802235,0.5681533029,1.5000075,2.7177100289,5.4847113671,1.4168778489,39.795232045,17.658175552,7.5258391144,4.422513108,3.3348896152,4.8830892515,5.3027641605,5.8000290001,5.8645321677,8.7755381873,8.5727063129
2021-09-29,6.5391226366,0.9293776607,1.1402786537,0.6910176731,0.7336757153,1.3079703352,0.7575377372,1.7000085,3.2898595087,5.3018876548,1.8455131646,39.421567895,16.463261417,6.15750473,3.8696989695,3.6016807844,5.2318813409,4.1664575547,5.0000250001,7.4379432371,8.9583618995,8.3226690454
2021-09-30,9.3416037665,1.8587553213,1.3683343844,0.8292212078,1.3339558461,1.3079703352,1.3256910401,2.5000125001,3.7189716185,5.4847113671,2.4527465284,40.542560347,14.073433147,5.7013932685,5.1135307811,4.9356366304,5.755069475,4.0717653375,6.2000310002,7.8670553469,8.5927144751,8.7155847514
2021-10-01,5.4181301846,1.0621458979,0.4561114615,0.5528141385,0.8003735076,0.5231881341,0.6628455201,1.9000095,2.0025231792,3.2908268202,1.4168778489,29.706299978,9.0282401321,3.4208359611,2.9022742271,3.5349829921,3.749514961,3.5983042518,4.9000245001,5.8645321677,6.5816536405,6.2271186134
2021-10-02,6.1654584859,1.0621458979,0.4561114615,0.9674247424,1.0004668845,0.7847822011,1.1363066058,1.800009,2.2885979191,5.8503587915,1.8097935549,34.377101861,9.4265448438,4.1050031533,4.5607166426,3.8684719536,3.2263268269,3.8823809032,4.7000235001,5.149345318,7.6785959139,6.7510062214
2021-10-03,4.6708018833,1.4604506096,1.1402786537,1.2438318116,0.666977923,0.5231881341,0.7575377372,1.400007,2.7177100289,4.3877690937,1.5597562875,35.124430162,13.807896673,5.7013932685,4.422513108,4.6688454612,4.3599011174,2.7460742974,4.8000240001,6.7227563873,7.1301247772,7.5249310969
2021-10-04,7.2864509379,2.3898282703,2.2805573074,1.3820353463,1.1338624692,1.2207723129,1.7991521259,2.8000140001,3.4328968786,6.9473010649,2.5837184304,43.345041477,23.632746228,12.543065191,6.9101767313,4.5354498766,5.3190793633,6.3443785492,7.4000370002,8.1531300868,11.883541295,10.799228647
2021-10-05,7.2864509379,1.5932188468,1.8244458459,0.6910176731,0.8003735076,1.3079703352,1.5150754744,2.7000135001,2.1455605491,4.7534165181,2.0836438955,37.179582991,17.79094379,11.630842268,6.2191590581,4.9356366304,5.8422674974,4.8293030748,7.4000370002,6.1506069076,10.60377531,9.4776030904
2021-10-06,4.6708018833,1.8587553213,1.8244458459,1.3820353463,0.4001867538,1.2207723129,1.6097676916,1.800009,2.8607473989,4.5705928059,1.8693262377,39.047903744,11.949141351,6.3855604607,6.4955661274,4.0018675382,5.3190793633,5.4921485948,6.4000320002,8.5822421966,7.4957722017,8.5488932398
2021-10-07,5.2312981093,0.5310729489,1.3683343844,1.105628277,1.1338624692,0.6975841788,0.9469221715,2.7000135001,4.2911210983,6.3988299282,2.0598308224,31.761452806,13.409591961,6.15750473,6.0809555235,5.1357300073,4.3599011174,3.9770731204,7.0000350002,8.1531300868,11.335070159,8.334575582
2021-10-08,5.7917943353,1.4604506096,1.3683343844,0.6910176731,0.8670712999,1.5695644023,1.1363066058,2.1000105001,3.0037847688,6.9473010649,2.095550432,37.179582991,12.214677826,8.2100063066,4.9753272465,4.8022410458,6.3654556315,5.2080719434,6.4000320002,6.1506069076,10.238127885,8.6441455322
2021-10-09,6.9127867872,1.8587553213,0.2280557307,1.7966459501,1.4673514307,1.743960447,1.6097676916,3.0000150001,3.1468221388,7.3129484894,2.5718118939,38.300575443,11.683604877,4.7891703455,6.7719731967,3.8017741613,5.755069475,5.2080719434,6.1000305002,6.1506069076,9.6896567485,8.3107625089
2021-10-10,6.5391226366,1.4604506096,0.912222923,1.9348494848,1.534049223,1.0463762682,1.893844343,2.4000120001,2.7177100289,8.2270670506,2.464653065,38.674239593,9.559313081,5.245281807,6.633769662,5.069032215,5.493475408,5.1133797262,5.8000290001,7.7240179769,10.420951597,8.4774540205
2021-10-11,6.1654584859,0.9293776607,0.6841671922,1.5202388809,0.9337690922,1.9183564917,1.6097676916,3.2000160001,3.4328968786,7.8614196261,2.4527465284,42.597713175,11.816373114,4.7891703455,4.5607166426,3.8017741613,5.493475408,4.9239952919,7.3000365002,7.2949058671,11.335070159,8.6798651418
2021-10-12,6.9127867872,1.7259870841,1.5963901152,0.8292212078,0.9337690922,1.9183564917,1.6097676916,2.3000115001,4.7202332081,7.4957722017,2.5360922842,47.642179209,15.002810808,9.3502849603,4.6989201773,4.2686587074,5.755069475,4.8293030748,6.8000340002,8.0100927168,11.152246446,9.6323880655
2021-10-13,6.1654584859,1.7259870841,0.4561114615,1.9348494848,1.2005602615,1.6567624246,2.0832287773,3.0000150001,3.4328968786,8.5927144751,2.6432511131,39.795232045,12.081909589,5.7013932685,7.4629908698,4.6688454612,5.0574852962,5.7762252463,7.2000360002,7.1518684972,12.614836144,9.0846873844
2021-10-14,5.0444660339,2.3898282703,0.6841671922,1.9348494848,1.4673514307,1.6567624246,1.0416143887,2.8000140001,3.1468221388,6.7644773527,2.3932138457,36.619086765,13.675128435,5.0172260763,6.4955661274,4.9356366304,5.2318813409,5.3974563777,6.6000330002,7.0088311272,9.8724804607,8.6679586053
2021-10-15,5.0444660339,1.4604506096,1.1402786537,0.5528141385,1.2672580538,1.5695644023,0.7575377372,2.2000110001,3.8620089885,6.216006216,2.0836438955,36.619086765,9.0282401321,6.6136161915,4.1461060388,4.4687520843,4.6214951845,4.6399186404,6.7000335002,7.4379432371,10.420951597,7.9535664125
2021-10-16,4.1103056573,0.6638411862,0.2280557307,0.6910176731,1.0004668845,1.2207723129,0.8522299544,2.3000115001,3.2898595087,5.1190639426,1.7264477991,33.256109409,8.4971671832,2.9647244996,5.1135307811,3.6683785767,4.3599011174,3.4089198175,5.2000260001,5.7214947977,8.5927144751,6.8105389041
2021-10-17,2.6156490546,0.5310729489,0,0.2764070693,0.3334889615,0.3487920894,0.7575377372,0.9000045,2.7177100289,4.5705928059,1.0715882891,37.926911292,9.6920813183,2.5086130381,4.2843095734,3.3348896152,3.0519307822,3.6929964689,3.7000185001,5.149345318,8.9583618995,6.7152866118
2021-10-18,5.4181301846,0.9293776607,0.912222923,0.4146106039,0.4668845461,0.6103861564,0.5681533029,1.800009,3.1468221388,6.5816536405,1.6550085799,36.80591884,11.55083664,6.6136161915,5.3899378504,2.6012138998,3.3135248493,3.6929964689,5.5000275001,6.2936442775,10.786599022,7.4534918776
2021-10-19,1.681488678,0.5310729489,0.4561114615,0.4146106039,0.1333955846,0.3487920894,0.7575377372,2.0000100001,2.574672659,6.7644773527,1.2739994104,33.442941484,7.302253048,5.4733375378,4.2843095734,3.5349829921,3.5751189163,3.3142276003,5.7000285001,5.7214947977,10.420951597,6.8105389041
