week_end_date,CITY,BX,BK,MN,QN,SI,UHF101,UHF102,UHF103,UHF104,UHF105,UHF106,UHF107,UHF201,UHF202,UHF203,UHF204,UHF205,UHF206,UHF207,UHF208,UHF209,UHF210,UHF211,UHF301,UHF302,UHF303,UHF304,UHF305,UHF306,UHF307,UHF308,UHF309,UHF310,UHF401,UHF402,UHF403,UHF404,UHF405,UHF406,UHF407,UHF408,UHF409,UHF410,UHF501,UHF502,UHF503,UHF504
08/29/2021,158.03,155.2,165.75,152.7,136.83,243.41,126.06,158.19,148.13,179.99,133,158.5,129.68,195.22,154.99,193.3,186.89,119.99,141.19,156.53,171.89,125.66,150.26,206.34,123.69,172.89,130.44,121.96,119.86,215.12,187.35,156.73,165.19,160.31,149.54,113.09,86.22,119.68,131.27,143.87,137.1,155.9,155.41,164.36,217.71,186.82,217.24,297.08
08/30/2021,156.05,155.69,162.47,152.27,131.73,250.34,129.35,168.11,151.17,177.64,133.95,145.52,133.26,202.48,144.42,183.03,184.18,116.7,142.7,154.83,167,127.12,143.35,205.87,119.56,166.2,147.18,124.71,122.19,207.61,177.4,153.09,168.94,170.33,141.8,109.08,80.6,111.63,130.48,149.95,133.15,144.35,151.13,155.54,219.17,216.74,197.79,303.34
08/31/2021,152.98,153.01,157.55,149.14,127.91,259.8,138.12,162.16,154.98,163.93,138.68,138.57,136.85,207.56,136.2,171.2,174.43,125.74,139.98,152.45,159.65,119.82,145.08,194.77,118.82,165.08,158.64,122.88,119.39,198.86,168.23,149.44,160.9,170.33,138.41,108.63,75.79,104.72,124.94,147.92,134.22,140.18,143.05,141.11,236.71,237.77,202.11,304.39
09/01/2021,148.87,149.63,152.62,145.51,124.81,251.61,139.22,163.15,154.98,154.9,135.37,133.47,134.7,205.38,133.07,164.97,165.22,132.32,135.43,147.34,151.82,125.18,135.76,184.13,113.19,163.97,148.06,119.67,115.66,190.1,168.99,136.08,167.87,161.98,137.44,106.18,74.99,108.18,129.29,140.83,119.87,128.31,147.81,143.51,239.63,234.54,196.71,287.68
09/02/2021,145.4,147.65,148.87,139.62,120.95,254.97,132.64,157.2,154.6,151.22,141.05,130.23,133.98,198.85,122.11,158.12,151.14,144.65,143.61,139.86,146.43,126.15,135.41,170.25,108.32,152.26,150.71,111.42,111.93,180.1,162.88,145.8,153.93,163.65,136.47,104.84,73.38,103.57,130.48,131.71,115.92,122.54,140.68,134.69,223.56,245.05,198.87,293.95
09/03/2021,144.35,144.69,147.7,137.78,118.82,267.78,127.16,154.22,151.94,142.85,143.89,130.69,133.26,190.14,124.46,161.55,150.06,152.04,141.79,135.43,142.02,127.12,131.26,166.55,107.2,155.6,153.35,112.33,106.33,173.84,165.93,134.86,148.56,160.31,141.8,102.83,73.38,102.42,130.08,115.5,111.61,119.97,138.3,129.08,217.71,268.5,199.95,311.7
09/04/2021,142.63,139.89,145.71,136.86,118.6,266.73,127.16,148.77,148.89,134.49,139.16,122.81,133.98,186.52,123.68,161.55,149.51,156.97,139.07,132.37,138.1,124.2,132.3,153.13,101.2,152.81,158.64,110.5,109.6,173.22,160.58,140.94,149.64,156.97,136.96,103.5,75.79,94.37,141.16,110.44,108.74,122.86,131.65,125.07,219.17,270.93,203.19,305.43
09/05/2021,141.98,139.33,145.79,136.86,115.62,270.09,131.54,144.8,143.56,133.82,142.47,126.52,131.12,191.6,127.2,163.73,150.06,157.8,136.34,122.84,144.47,118.36,138.86,148.97,103.45,153.37,159.52,111.88,111.93,168.84,154.46,150.66,145.35,166.99,138.89,98.37,77.8,88.61,143.92,105.37,103,114.84,129.75,121.86,227.94,268.5,199.95,314.31
09/06/2021,129.44,127.2,132.43,121.81,107.19,249.5,118.39,127.94,130.61,123.11,131.11,114.94,126.82,171.27,118.98,146.3,130.55,154.51,125.43,107.87,132.23,108.13,128.5,131.39,94.83,131.06,143.66,91.7,102.6,157.58,136.88,148.23,124.97,141.94,127.28,92.12,74.99,84.01,139.97,93.21,90.08,110.67,114.54,109.04,216.25,240.2,191.3,290.81
09/07/2021,128.91,129.04,129.46,120.83,109.32,243.62,118.39,135.87,117.66,137.5,125.9,118.18,127.53,163.29,117.03,147.85,128.93,147.11,120.59,100.38,131.74,109.1,124.7,128.15,93.7,132.18,133.96,87.57,104,156.96,129.99,143.37,132.47,138.6,133.57,99.71,77.39,96.67,145.51,95.24,80.75,108.75,109.79,108.23,203.1,224.83,190.22,291.34
09/08/2021,130.06,128.12,128.64,125.01,111.81,244.67,111.81,121.99,116.52,139.17,127.32,125.13,127.53,169.1,118.2,141.94,131.64,134.78,124.22,93.58,131.74,107.64,127.81,128.61,89.58,129.95,140.13,92.16,107.27,166.96,139.17,150.66,139.45,143.61,135.5,102.83,76.99,96.67,148.67,105.37,86.13,113.88,105.51,103.42,207.48,223.21,186.98,293.95
09/09/2021,132.06,127.77,132.39,129.12,115.31,229.55,120.58,121.99,115.38,142.52,123.54,122.81,118.22,174.9,123.68,145.36,146.26,133.14,123.01,93.92,133.21,114.46,132.99,131.39,94.83,133.85,124.27,99.04,110.06,186.98,146.05,151.87,141.06,136.93,139.86,103.05,88.62,93.21,144.32,104.36,90.44,116.12,103.61,121.86,210.41,207.04,176.17,270.97
09/10/2021,131.81,127.98,132.9,132.01,115.58,209.39,124.97,121.99,114.62,148.87,117.86,115.4,122.52,169.82,120.94,149.41,144.1,141.36,123.92,97.66,130.27,113.97,133.68,128.61,92.95,127.72,133.08,99.95,113.8,196.36,137.64,155.52,153.39,138.6,139.38,102.61,92.63,92.06,139.97,111.45,94.03,111.95,99.81,129.88,200.18,178.73,170.77,246.43
09/11/2021,132.57,128.05,135.67,131.02,116.51,205.19,124.97,120.01,111.95,152.55,119.28,114.94,122.52,177.81,123.29,150.65,141.39,135.61,129.98,97.32,130.27,116.41,141.28,134.63,92.58,119.35,129.56,101.33,115.19,191.35,146.82,155.52,151.78,136.93,145.18,97.03,103.06,88.61,125.34,121.58,102.64,108.75,102.18,138.7,198.72,181.16,170.77,235.47
09/12/2021,133.08,126.29,139.81,130.96,116.25,198.68,121.68,119.01,113.86,152.89,113.12,109.37,122.52,182.16,121.72,150.65,148.97,138.89,143.01,105.83,126.84,115.43,145.43,138.79,89.95,116,133.96,97.66,117.06,195.1,149.88,149.44,156.07,130.25,139.86,99.49,103.06,90.91,124.55,119.56,100.49,109.71,96,144.31,195.79,173.07,168.61,226.59
