"Date","Borough","Admit_0_4","Admit_5_12","Admit_13_17","Admit_18_24","Admit_25_34","Admit_35_44","Admit_45_54","Admit_55_64","Admit_65_74","Admit_75","Admit_All_ages","Visit_0_4","Visit_5_12","Visit_13_17","Visit_18_24","Visit_25_34","Visit_35_44","Visit_45_54","Visit_55_64","Visit_65_74","Visit_75","Visit_All_ages"
2020-02-01,"Bronx",2.92857212585051,1.91360875603431,0,3.46477054753579,2.17409264243568,1.65399522546712,2.78809372455864,4.35085276714236,6.86180328190248,6.14545052297784,3.0025165278061,64.4285867687111,33.8070880232729,9.60979516501414,18.0168068471861,12.6097373261269,10.4753030946251,10.0371374084111,9.32325592959077,6.86180328190248,8.60363073216898,17.3866654749702
2020-02-01,"Brooklyn",4.27259132663961,0.394225489497258,0,0.465384983966236,0.210607455082695,0.833738622941708,2.63853112972008,2.43270106274284,2.93557872488245,4.5202993729699,1.62612328337521,30.4422132023072,27.2015587753108,4.2188395503451,11.6346245991559,8.21369074822511,5.00243173765025,7.58577699794524,6.95057446497953,5.38189432895117,9.0405987459398,10.9182563312336
2020-02-01,"Manhattan",1.29973095569217,1.00488201383002,0,0,0.550163948856759,1.7142000042855,0.501499483455532,1.6264746703678,3.41667748614537,6.52736188510211,1.53496559528115,24.6948881581513,23.1122863180904,1.78344998933169,8.18823490688703,5.22655751413921,7.71390001928475,2.50749741727766,7.59021512838307,8.20002596674889,11.4228832989287,8.41161146214069
2020-02-01,"Queens",2.83268063650334,1.01411681386065,0,0.562669311829093,0.819486291360156,0.319537820496434,0.972289742343218,1.32851525135509,0.4975396663499,7.66636001226618,1.36030182903551,55.9454425709409,34.9870300781925,12.8681604594178,9.56537830109459,6.00956613664114,6.07121858943225,6.48193161562145,6.31044744393666,1.9901586653996,10.2218133496882,12.286597165482
2020-02-01,"Staten Island",0,0,0,0,0,0,0,4.55753892897835,2.20337115787154,6.31552355690287,1.26003036673184,40.1269470689089,17.3806139978324,3.33580307706877,7.47963335679612,6.1641830145937,10.1156556630812,1.52513421181064,6.07671857197114,4.40674231574309,6.31552355690287,8.82021256712287
2020-02-02,"Bronx",0,0.637869585344771,0,2.07886232852147,0.434818528487136,0,1.67285623473519,0.621550395306051,3.92103044680142,6.14545052297784,1.25686738373278,67.3571588945616,40.8236534620653,12.8130602200189,15.2449904091575,9.56600762671699,11.0266348364474,6.69142493894075,5.59395355775446,6.86180328190248,6.14545052297784,16.8978837146297
2020-02-02,"Brooklyn",3.20444349497971,1.18267646849177,0,0,0.210607455082695,1.11165149725561,0.659632782430021,1.73764361624488,1.46778936244123,7.74908463937697,1.39381995717875,34.7148045289468,26.018882306819,8.4376791006902,9.30769967932473,6.73943856264624,8.33738622941708,7.58577699794524,7.99316063472646,3.91410496650994,10.977869905784,11.460297425692
2020-02-02,"Manhattan",3.89919286707652,0,0,0.682352908907253,0.27508197442838,0.428550001071375,0.501499483455532,1.08431644691187,3.41667748614537,4.07960117818882,1.16657385241367,33.7930048479965,19.0927582627704,3.56689997866337,7.50588199797978,3.85114764199731,3.428400008571,3.51049638418872,4.33726578764747,8.20002596674889,8.15920235637764,7.18363898591577
2020-02-02,"Queens",2.1245104773775,0.507058406930326,0.857877363961184,1.12533862365819,0.546324194240104,0.319537820496434,1.62048290390536,2.3249016898714,2.9852379980994,7.66636001226618,1.75522816649743,54.5291022526893,59.3258336108481,19.7311793711072,11.816055548411,6.8290524280013,6.71029423042511,7.45422135796467,7.30683388245297,7.9606346615984,9.58295001533272,15.7970534984769
2020-02-02,"Staten Island",0,4.34515349945809,0,4.98642223786408,1.54104575364843,0,1.52513421181064,1.51917964299278,6.61011347361463,15.7888088922572,3.1500759168296,36.4790427899172,19.5531907475614,3.33580307706877,19.9456889514563,7.70522876824213,8.42971305256769,4.57540263543192,3.03835928598557,11.0168557893577,18.9465706707086,11.3402733005865
