week_ending,TESTRATE_CITY,TESTRATE_BX,TESTRATE_BK,TESTRATE_MN,TESTRATE_QN,TESTRATE_SI,TESTRATE_10001,TESTRATE_10002,TESTRATE_10003,TESTRATE_10004,TESTRATE_10005,TESTRATE_10006,TESTRATE_10007,TESTRATE_10009,TESTRATE_10010,TESTRATE_10011,TESTRATE_10012,TESTRATE_10013,TESTRATE_10014,TESTRATE_10016,TESTRATE_10017,TESTRATE_10018,TESTRATE_10019,TESTRATE_10021,TESTRATE_10022,TESTRATE_10023,TESTRATE_10024,TESTRATE_10025,TESTRATE_10026,TESTRATE_10027,TESTRATE_10028,TESTRATE_10029,TESTRATE_10030,TESTRATE_10031,TESTRATE_10032,TESTRATE_10033,TESTRATE_10034,TESTRATE_10035,TESTRATE_10036,TESTRATE_10037,TESTRATE_10038,TESTRATE_10039,TESTRATE_10040,TESTRATE_10044,TESTRATE_10065,TESTRATE_10069,TESTRATE_10075,TESTRATE_10128,TESTRATE_10280,TESTRATE_10282,TESTRATE_10301,TESTRATE_10302,TESTRATE_10303,TESTRATE_10304,TESTRATE_10305,TESTRATE_10306,TESTRATE_10307,TESTRATE_10308,TESTRATE_10309,TESTRATE_10310,TESTRATE_10312,TESTRATE_10314,TESTRATE_10451,TESTRATE_10452,TESTRATE_10453,TESTRATE_10454,TESTRATE_10455,TESTRATE_10456,TESTRATE_10457,TESTRATE_10458,TESTRATE_10459,TESTRATE_10460,TESTRATE_10461,TESTRATE_10462,TESTRATE_10463,TESTRATE_10464,TESTRATE_10465,TESTRATE_10466,TESTRATE_10467,TESTRATE_10468,TESTRATE_10469,TESTRATE_10470,TESTRATE_10471,TESTRATE_10472,TESTRATE_10473,TESTRATE_10474,TESTRATE_10475,TESTRATE_11004,TESTRATE_11101,TESTRATE_11102,TESTRATE_11103,TESTRATE_11104,TESTRATE_11105,TESTRATE_11106,TESTRATE_11109,TESTRATE_11201,TESTRATE_11203,TESTRATE_11204,TESTRATE_11205,TESTRATE_11206,TESTRATE_11207,TESTRATE_11208,TESTRATE_11209,TESTRATE_11210,TESTRATE_11211,TESTRATE_11212,TESTRATE_11213,TESTRATE_11214,TESTRATE_11215,TESTRATE_11216,TESTRATE_11217,TESTRATE_11218,TESTRATE_11219,TESTRATE_11220,TESTRATE_11221,TESTRATE_11222,TESTRATE_11223,TESTRATE_11224,TESTRATE_11225,TESTRATE_11226,TESTRATE_11228,TESTRATE_11229,TESTRATE_11230,TESTRATE_11231,TESTRATE_11232,TESTRATE_11233,TESTRATE_11234,TESTRATE_11235,TESTRATE_11236,TESTRATE_11237,TESTRATE_11238,TESTRATE_11239,TESTRATE_11354,TESTRATE_11355,TESTRATE_11356,TESTRATE_11357,TESTRATE_11358,TESTRATE_11360,TESTRATE_11361,TESTRATE_11362,TESTRATE_11363,TESTRATE_11364,TESTRATE_11365,TESTRATE_11366,TESTRATE_11367,TESTRATE_11368,TESTRATE_11369,TESTRATE_11370,TESTRATE_11372,TESTRATE_11373,TESTRATE_11374,TESTRATE_11375,TESTRATE_11377,TESTRATE_11378,TESTRATE_11379,TESTRATE_11385,TESTRATE_11411,TESTRATE_11412,TESTRATE_11413,TESTRATE_11414,TESTRATE_11415,TESTRATE_11416,TESTRATE_11417,TESTRATE_11418,TESTRATE_11419,TESTRATE_11420,TESTRATE_11421,TESTRATE_11422,TESTRATE_11423,TESTRATE_11426,TESTRATE_11427,TESTRATE_11428,TESTRATE_11429,TESTRATE_11432,TESTRATE_11433,TESTRATE_11434,TESTRATE_11435,TESTRATE_11436,TESTRATE_11691,TESTRATE_11692,TESTRATE_11693,TESTRATE_11694,TESTRATE_11697
01/16/2021,5624.4,5027.19,5111.13,6468.33,5033.95,6806.57,5584.31,5326.41,6678.67,9252.67,4944.49,5559.17,7652.2,5835.41,7108.81,6714.11,7757.41,6867.03,7459.77,6774.42,5738.71,5631.63,5872.84,6933.98,5657.66,6446.81,7876.8,8931.46,5625.34,7641.04,6932.62,6005.77,4762.58,4355.89,5381.35,4516.57,4639.95,5834.27,6511.97,5227.63,4911.53,4076.41,5795.34,6725.59,8874.84,9181.22,8323.03,6671.93,4451,5868.69,7415.51,6556.68,6525.2,8043.09,6344.47,7313.45,6202.99,6274.16,7003.74,6531.14,5993.18,6696.65,4868.36,4583.02,4077.4,5567.05,4874.23,4214.92,4051.73,3886.85,5109.36,4095.14,5114.28,4497.06,5917.08,5343.73,6377.22,5728.5,5095.11,4753.8,6074.34,7137.24,10550.32,4420.47,5285.01,4116.71,5880.11,7841.9,6390.57,6147.5,5381.06,5205,4390.73,5236.63,7288.18,7047.22,4842.16,3563.48,5510.41,5156.27,5410.42,4882.53,5093.73,3652.17,5593.75,5674.15,4625.3,4209.49,6094.13,5621.49,6655.13,4855.67,3796.52,4483.52,5308.15,5951.82,4460.58,5070.15,4741.48,4895.48,5075.25,4242.71,4422.36,6533.49,5663.5,4575.95,4271.92,5390.19,5122.68,4852.02,6932.02,7410.37,5458.2,4367.63,4558.6,5127.24,4610.74,4484.03,4808.39,4220.59,3845.4,4096.58,3952.98,4004.75,4555.51,4219.45,5760.12,4138.17,5246.96,4580.18,4966.93,5124.43,5421.89,5480.63,5379.88,4937.5,4354.92,5128.93,4601.12,4862.76,6088.05,4410.83,4851.6,4775.77,4906.72,5144.76,4461.98,4875.1,5199.37,4126.25,5171.21,4865.21,4852.6,4119.85,4435.69,5658.79,4377.3,5004.36,6675.51,6433.93,5492.36,6646.01,8046.89
01/23/2021,5313.67,4852.04,4780.38,5949.26,4867.17,6250.01,5663.98,5181.7,8331.2,6796.5,4556.24,4672.07,9568.83,5478.46,6886.94,6157.28,8029.52,6384.71,6454.37,6077.14,5149.47,5292.38,5158.26,6746.51,5175.4,5346.18,6698.96,7428.52,4805.46,6831.82,5564.67,5610.75,4506.34,4266.1,4773.9,4314.93,4336.93,4971.62,5759.46,4539.91,4557.27,3929.25,6095.57,6879.8,7760.11,7033.1,7021.2,5485.09,4301.21,6281.47,6965.69,6080.62,6313.98,7522.64,5917.47,6234.04,5632.99,5519.65,5859.22,6194.13,5423.18,6397.27,4298.34,4273.23,4015.12,5038.37,4439.8,4056.11,4379.99,4081.44,4829.46,4096.84,5057.25,4446.61,5749.9,4737.02,6040.97,5529.37,5064.74,4486.49,5515.24,4655.88,10710.39,4193.93,5007.57,3824.45,5699.94,7055.6,6083.8,6250.68,5240.8,5311.14,4224.94,5124.42,6212.31,6694.06,4750.77,3310.52,5287.61,4248.65,5316.08,4812.42,4702.7,3448.17,4786.21,5401.06,4625.3,3950.91,5179.22,5238.45,5891.75,4432.68,3578.94,4049.02,4975.4,5436.92,4447.08,4925.35,4402.43,4501.05,4288.29,4169.69,4332.36,5637.21,5622.89,4296.09,4128.39,5293,4676.82,4793.69,6312.02,7418.04,5732.69,4420.89,5031.99,5116.91,4424.75,4625.79,4508.81,3530.05,4261.12,3936.87,4069.38,3906.21,4206.41,3752.84,6057.5,4128.73,5630.93,4750.39,4809.91,4863.43,5434.98,4885.82,4727.53,4651.83,4036.84,4840.2,4459.94,4612.39,5346.25,4247.88,4696.96,4618.79,4908.78,5025.6,4591.82,4399.63,4875.01,4106.41,4903.95,5494.88,4529.3,4147.83,3888.08,5071.64,4127.36,4415.61,6289.61,6795.34,4726.9,5861.57,7339.47
01/30/2021,5399.35,4855.22,4923.82,6271.97,4862.86,5869.88,6000.78,5433.95,11097.15,6830.15,4944.49,5026.91,6693.89,6715.53,7366.65,6515.1,9394.41,7019.71,7143.32,6304.98,5373.63,5385.67,5466.15,6205.92,5123.61,5579.25,6550.02,7550.76,5234.79,6891.76,5404.23,5994.26,4697.66,4591.39,4900.79,4349.1,4258.81,5451.19,6262.35,5141.06,6306.7,4017.55,5374.57,6905.51,7448.27,6985.37,7012.52,5546.56,4333.3,5545.64,6662.39,5528.82,6034.87,6987.87,5579.12,6192.38,4908.75,5254.73,5376.51,5712.08,5100.51,5928.2,4840.91,4598.98,4124.43,4559.91,4649.86,4250.33,4114.13,4529.83,5240.96,4200.45,5075.58,4441.3,5489.84,4620.34,5816.03,5572.84,4734.54,4508.34,5204.02,4849.32,8620.1,4008.58,4997.42,3882.9,5482.33,7108.37,6338.99,6120.87,5295.19,5142.1,4368.63,5052.28,6576.71,7560.91,4689.39,3372.79,5501.58,4545.04,5893.4,4975.66,4698.25,3365.96,5331.13,5801.24,4538.61,4132.99,5370.25,5694.45,6089.93,4579.98,3577.83,3858.73,5661.79,6253.56,4681.46,5009.64,4713.66,4823.58,4401.66,4344.47,4493.23,6255.24,5512.13,4826.21,4093.3,4887.62,4629.46,5112.44,6618.28,6796.03,5493.44,4620,4760.23,5695.5,4247.1,4363.26,4797.01,3745.5,4186.89,3861.21,4037.42,4054.01,4887.4,3984.79,5575.75,3971.38,5148.09,4684.92,4747.09,4773.63,5318.38,5134.81,4874.92,4773.43,4032.16,4882.2,4385.88,4418.44,5462.82,4346.41,4532.67,4509.71,4867.55,4774.74,4514.41,4587.97,4932.82,3808.85,5048.19,4601.49,4501.33,3965.12,4287.84,4971.29,4221.52,4655.1,6395.81,6310.3,4640.1,5707.58,6926.81
02/06/2021,4446.49,4075.29,4060.94,5320.17,3891.15,4563.76,4957.79,4318.75,9376.08,6493.69,4350.69,5411.32,6536.56,4881.79,6713.04,5749.21,7994.97,6377.77,6190.65,5393.61,4880.46,4622.35,4618.31,5680.59,4651.06,5087.2,5687.18,6852.22,4515.79,5860.13,4637.93,5063.61,3645.39,3671.42,3574.88,3410.93,3640.94,4480.7,5201.5,3919.52,5296.4,3075.7,4210.04,6348.61,6864.02,7478.64,5749.74,4926.67,3905.32,4379.08,4600.96,4311.61,4443.17,5801.34,4538.43,4864.9,3829.09,3739.01,4022.52,4317.12,3777.06,4927.38,3990.11,3591.16,3347.84,3859.4,3706.99,3336.09,3449.47,3784.12,4069.11,3318.91,4307.73,3736.27,4838.26,4060.3,5115.69,4561.77,4036.9,3860.62,4370.88,3715.37,9250.95,3634.94,4100.79,3047.87,4934.8,6327.34,5025.04,4819.48,4236.15,4344.05,3473.35,3914.12,5899.95,6246.18,4014.22,2709.91,4480.24,3631.65,4515.24,3694.86,3748.83,3228.95,4435.07,4653.43,3902.4,3183.78,4158.03,4293.63,4837.2,3804.26,2654.23,2919.95,4248.49,5376.01,4556.3,4160.29,3960.8,3903.24,3503.54,4167.29,4548.36,4623.21,4755.27,3582.99,3737.13,4200.9,3821.16,3924.95,4967.45,5459.87,4391.79,3566.13,3651.26,4305.85,3594.76,3565.17,3587.33,2845.03,3132.74,2869.29,3220.35,3110.89,3668.01,3050.65,4460.6,2958.08,4159.34,3328.76,3901.56,3882.61,4468.87,3945.17,3556.56,3708.92,3517.62,3976.63,3608.22,3674.4,4244.15,3459.69,3691.85,3639.69,4016.09,3719.03,3600.54,3868.59,3699.61,3377.38,3750.08,3665.05,3217.45,3379.16,3611.53,4418.59,3372.42,3771.98,5613.53,4802.86,3637.9,5587.26,6396.24
02/13/2021,5010.16,4655.31,4529.7,6141.44,4287.05,5168.2,5979.05,4917.51,10667.35,7334.84,5013,5115.62,8782.16,6267.59,7879.35,7013.63,9286.43,7193.21,7136.72,6538.72,5117.44,4783.49,5574.14,5889.85,5084.77,5653.71,5812.16,7367.39,4707.18,6599.94,5218.46,5830.63,4605.42,4103.45,4540.76,4046.63,4038.65,5309.3,6042.11,4814.04,6993.35,4113.2,5995.5,5663.2,7315.65,6810.34,6691.4,5524.36,4001.62,5886.64,5004.5,4977.02,5261.65,6271.66,4806.77,5213.34,4767.92,4745.02,5006.14,4837.56,4728.7,5079.77,4488.35,4226.7,3660.51,4131.67,4189.17,4021.77,3968.99,4427.1,4681.15,3921.89,4523.62,4206.29,5406.96,4153.64,5516.88,5194.21,4751.19,4320.7,5086.97,4615.86,10074.83,3799.7,4569.41,3640.74,5416.82,6986.99,5885.62,5551.72,5023.27,5051.68,3879.54,4456.48,6923.77,7034.38,4628.01,2933.03,4731.72,4415.87,4967.89,4270.38,4240.57,3161.96,4824.57,5318.59,4360.6,3501.62,5337.21,5161.84,6400.67,4213.75,3073.85,2969.63,5049.07,5940.74,3302.18,4637.91,4371.13,4567.82,3741.41,3590.26,3712.49,5669.32,3939.34,4095.61,3743.51,4833.91,4462.65,4466.61,6117.8,5728.63,4846.17,3774.12,3975.63,4737.21,3608.64,3937.96,3807.27,2950,4305.66,3113.07,3318.49,3385.38,3913.85,3588.84,5260.54,3738.51,4853.11,3890.65,4198.7,4309.18,4879.35,4014.34,3946.88,4381.6,3545.68,4601.34,3950.76,3455.77,4440.2,3993.99,3985.01,3903.09,3844.97,3961.53,3885.19,3955.04,4313,3337.7,4220.96,4014.87,3860.94,3599.72,4046.88,4851.46,3786.7,3781.96,5688.32,5216.57,4213.97,5866.39,6425.72
02/20/2021,4232.95,3785.91,3865.85,5313.6,3568.41,4494.87,5218.54,4054.55,9001.85,7536.72,4282.18,4879.06,5478.12,5056.77,6587.11,5835.65,7364.35,6030.77,6048.91,5813.94,4810.01,5182.12,4744.68,5484.4,4541.02,5121.19,5260.9,6876.23,4151.11,6207.16,4447.94,4683.94,3805.96,3554.51,3912.7,3533.97,3406.57,4066.4,4926.19,4030.13,6376.68,3156.64,5217.63,6254.37,6530.68,6508.01,5910.3,4781.52,3423.85,4738.02,4670.36,3997.84,4352.65,5772.69,4013.42,4641.45,4023.56,3876.5,3882.87,3950.25,3770.51,4571.79,3382.09,3165.7,2976.71,3330.71,3205.73,3324.29,3186.31,3459.01,3607.47,2972.41,3827.05,3325.99,5036.88,3710.28,4698.27,4077.96,4117.24,3575.31,4259.34,3448.56,8474.15,3133.31,3593.27,3290.03,4663.38,6237.63,4932.74,4799.51,4110.21,4127.83,3415.32,3943.51,6247.01,6076.02,3744.15,2905.79,3992.73,3560.15,3590.85,3282.58,3745.87,2597.17,4186.22,4207.28,3862.15,3105.13,4333.25,4231.62,5003.58,3742.1,3844.25,2916.78,3826.09,5016.14,2898.46,3650.25,3689.56,3658.77,3530.22,2887.53,3101.61,4872.03,3695.67,3426.92,3053.5,4057.67,3666.7,3606.21,5034.68,4784.1,4325.02,3276.99,3366.35,3794.42,3009.05,3134.62,3519.07,2668.26,3414.84,2701.17,3119.93,2568.95,3026.35,2598.54,4201.89,3068.22,3777.02,3306.94,3432.89,3666.52,4221.39,3153.92,3021.58,3169.42,3031.14,3890.01,3332.8,3163.08,4138.18,2989.81,3343.93,3408.22,3428.52,3208.94,3108.65,3658.64,3500.5,2767.37,3580.39,3476.68,3391.54,3073.01,3058.44,3813.47,3321.06,3043.53,4907.54,5035.87,3085.51,4379.34,4273.99
02/27/2021,5215.52,4823.48,4698.97,6544.52,4445.8,5207.68,6833.72,5463.16,10641.41,8411.52,5070.1,5588.74,7594.99,6535.3,7732.44,6710.09,9087.74,7300.77,7027.94,6652.64,5956.47,5606.19,5930.28,6781.39,5395.49,6204.02,6697.25,8034.28,5144.27,7312.93,5993.21,6138.72,5022.23,4611.72,4902.37,4436.26,4043.38,5476.73,6148.56,5621.99,7443.83,4429.6,6131.97,7222.51,7724.26,7605.94,7758.9,6328.68,4290.51,5958.42,5091.9,4863.41,5484.19,6663.19,4676.1,5317.5,4533.21,4366.09,4684.34,5012.47,4591.11,5081.93,4906.36,4444.75,4055.79,4430.38,4418.32,4184.87,4369.14,4562.46,4781.41,4171.57,4908.57,4451.92,5462.69,4877.03,5843.85,5215.25,4939.32,4649.7,4880.4,4275.68,6576.88,4196.88,5049.86,3757.65,5611.03,6775.91,6181.53,6114.21,5435.44,5173.55,4708.5,4918.7,7149.36,7076.12,4584.37,3370.2,4859.66,4520.82,5301.47,4198.18,4270.2,2906.21,5186.54,5414.58,4930.24,3780.67,5128.95,5231.16,6136.42,3940.76,3673.3,3244.5,5082.22,6524.85,3675.22,4808.65,4487.63,4418.88,3965.94,3670.47,3792.36,5993.05,4888.18,4469.66,3786.04,5027.01,4535.76,4727.03,5729.37,5897.58,5089.13,4186.28,4418.34,5651.59,3902.89,4132.23,3936.2,3430.61,3355.45,3457.72,3692.79,3336.12,4513.71,3773.68,5670.91,4046.91,4853.11,4161.22,4215.61,4413.01,5137.53,4631.29,4555.57,4401.86,3686.01,4538.35,3990.11,3773.13,4625.65,3444.54,3946.35,4145.2,3919.19,3808.92,3877.7,4313.19,4219.87,3223.63,4127.63,4273.2,4003.94,3448.29,3866.17,4682.21,3887.7,3697.14,5226.13,4888.46,4529.62,5053.08,7015.23
03/06/2021,4880.3,4348.31,4514.04,5983.46,4164.77,5186.47,5700.2,4844.49,10741.45,5753.48,5081.52,5500.03,6364.92,6131.11,7615.51,6376.39,8616.94,6821.92,6622.48,5947.5,5527.35,5190.6,5330.59,5632.63,4939.12,5409.3,5974.79,7066.15,5025.3,6366.48,5144.57,5619.7,4424.34,4271.18,4342.51,4282.46,3811.39,5377.41,5263.9,4924.65,7194.54,4058.02,6063.73,7085.43,7003.81,7017.19,6326.89,5430.44,3830.43,5294.38,5187,4879.64,5435.15,6293.14,4375.1,5147.06,4472.86,4604.18,4899.88,4760.78,4804.04,5107.87,4589.68,4149.58,3490.19,3906.98,3952.85,3997.09,3813,4099.57,4255.02,3996.62,4393.27,4017.75,5111.18,4130.31,5053.08,4606.64,4497.42,3976.28,4806.04,4108.92,5517.62,3779.1,4486.51,3507.14,5236.65,7066.15,5386.1,5238.85,5074.79,4906.22,4108.89,4408.39,4355.55,6649.11,4599.37,3284.58,4405.24,4246.34,5153.21,3920.88,4053.95,3067.58,4981.95,5283.44,4877.61,3539.33,4535.77,4849.95,5952.92,3977.25,3947.49,3177.9,4646.32,6220.34,4070.36,4555.79,4242.47,4233.99,3654.71,3658.5,4008.36,5029.88,3858.12,4257.07,3629.75,4376.09,4111.53,4620.78,5727.51,5874.54,5098.4,4004.93,4427.1,4814.7,3597.54,3811.95,3670.76,2889.23,3503.92,3149.49,3412.07,3061.63,3958.1,3549.88,5296.22,3681.87,4882.77,3886.28,4097.24,4140.79,4813.91,4019.87,4135.22,3968.53,3517.62,4204.99,3758.66,3558.03,4509.08,3550.64,3492.12,3743.45,3764.57,3555.97,3508.16,3831.54,3754.21,3481.52,3775.53,4079.45,3655.77,3370.93,3641.65,4674.72,3658.3,3587.37,5110.96,4845.66,3811.51,4408.21,4981.41
03/13/2021,4831.92,4342.74,4524.62,5957.74,4039.16,4907.56,5457.56,5040.98,10508.02,6359.11,5138.61,5263.47,6078.85,5842.41,7003.87,6370.36,8327.55,6603.31,6447.77,5872.87,5079.01,6428.88,5397.22,4998.31,4550.73,5655.32,5558.78,7317.19,4841.67,6726.13,4587.26,5660.61,4670.33,4238.99,4458.29,4092.77,3671.71,5173.09,6170.58,4607.24,7229.52,4146.31,5843.11,7008.32,6605.95,7176.31,5675.97,5181.12,3830.43,12365.52,4716.62,4701.12,5197.53,6188.1,4354.1,5147.06,3902.86,4104.53,4456.65,4479.23,4342.15,4800.92,4336.34,4216.06,3533.41,4018,3886.02,4036.79,3827.92,3948.49,4342.75,4030.59,4289.4,3955.34,4896.84,3290.24,4830.45,4793.15,4395.51,4192.19,4804.66,4289.02,6675.75,3543.73,4728.43,3315.08,5285.78,6960.61,5426.82,5438.55,4968.89,4619.24,4056.39,4520.6,6038.78,6398.68,4507.98,3128.91,4928.04,4250.95,5100.42,4134.35,3886.58,3126.95,4972.11,5036.03,4937.98,3760.2,3988.55,5081.59,5710.69,3696.15,3221.49,3360.79,4896.81,5799.56,3989.37,4596.85,4209.43,4315.13,3623.59,3773.43,4251.36,4684.75,4127.64,4341.84,3721.18,4535.94,4609.89,4568.69,5581.84,6150.99,4846.17,3698.03,4186.02,4569.32,3494.83,3386.65,3545.62,2983.14,3028.81,2970.16,3375.55,3265.73,3749.14,3560.76,4912.61,3640.96,4802.03,3947.38,4186.62,3747.9,4684.22,4019.87,3714.88,3920.27,3396,3979.26,3744.77,3152.51,4011.02,3361.17,3401.92,3551.89,3609.94,3311.38,3550.61,3921.08,3831.28,3278.19,3839.17,3778.07,3848.51,3178.35,3406.17,4310.75,3416.93,3452.66,4979.34,4612.65,3740.49,4268.65,5040.36
03/20/2021,4741.57,4335.62,4302.98,5754.94,4090.59,5034.83,5971.81,4476.74,9998.55,6493.69,3962.44,4228.52,6121.76,5809.16,7174.77,6014.56,8228.21,6644.95,6513.7,5723.59,5079.01,4902.23,5158.26,5150.89,4531.31,5422.25,5402.99,7340.11,4412.33,6311.27,5039.02,5468.85,4195.44,4154.28,4174.39,3940.68,3740.37,4912.03,5219.85,4794.8,6534.13,3730.58,5533.78,6597.07,6917.79,7033.1,5862.57,5437.27,3723.43,6514.78,5176.72,4625.38,4831.67,6326.57,4316.76,5023.97,4848.39,4262.13,4796.66,4705.32,4650.08,4843.07,4287.78,3818.52,3482.57,4155.46,3933.76,4162.34,3833.34,4004.09,4382.44,3899.81,4130.53,3726.97,4706.8,3873.62,4960.32,5254.51,4090.79,3913.31,4618.76,3888.8,7165.37,3879.13,5269.79,4100.01,4937.14,6306.24,5706.45,5391.96,4722.73,4678.21,3979.02,4381.67,6941.12,5893.02,4593.91,3019.95,4279.5,4008.77,5020.68,4000.41,3806.59,2884.89,4722.28,5165.82,4682.57,3337.85,3669.69,4879.13,5089.22,3882.65,3860.9,3157.81,4743.33,5381.55,3453.11,4715.72,4051.21,4037.8,4174.91,3274.21,3513.36,4767.68,3850.74,4266.49,3513.86,4488.63,4279.37,4514.53,5441.78,6212.42,4771.99,3774.12,4409.57,4499.58,3616.97,3433.9,3390.14,3010.76,3147.59,2788.03,3179.27,3399.46,3935.98,3956.7,5186.19,3873.83,4947.04,3897.19,3684.13,3680.55,4766.32,3970.07,4099.74,4077.59,3779.57,4194.49,3703.11,3818.97,3518.25,3482.43,3215.07,3722.17,3535.72,3380.37,3867.71,3757.44,3757.42,3298.03,3703.42,3907.23,3780.12,3189.88,3529.39,4369.16,3559.01,3667.2,5402.63,4755.31,4040.36,4273.46,5040.36
03/27/2021,5048.45,4777.65,4638.77,5801.17,4371.66,5353.85,5482.91,5226.84,10504.32,5652.54,4716.11,4258.09,5835.7,5852.9,6767.01,5879.87,8038.16,6325.72,6335.7,5904.29,5572.18,4868.31,5238.68,4595.04,4489.23,5475.66,5252.34,7245.15,4952.88,6268.68,4393.05,5240.02,4321.85,4472.79,4667.64,4178.22,4412.69,5014.18,6049.45,5030.45,6997.72,4113.2,5795.34,6888.37,6523.51,6110.21,5142.22,4890.81,3413.15,4899.55,5300.1,5171.77,5521.9,6777.78,4648.1,5434.9,5284.28,4520.34,5063.82,4965.54,4918.7,5073.29,4830.35,4247.97,4022.75,4803.1,4556.76,4485.32,4337.94,4632.56,5134.43,4495.99,4525.66,4119.98,4863.98,4783.69,4802.63,5422.79,4612.06,4310.42,5248.09,4422.42,6308.54,4323.39,5877.12,4317.12,5250.69,6833.95,5543.56,5714.81,4928.82,4768.63,4520.6,4619.46,7010.53,5992.55,5024.94,2920.06,4641.27,4240.58,5626.08,4507.92,4178.37,3041.7,4999.66,5863.43,5321.88,3656.77,4632,5340.59,5522.29,4089.41,3128.24,3718.12,5114.15,5746.96,3824.93,5169.57,4440.68,4354.16,4448.35,3346.04,3725.99,5219.84,4821.73,4783.15,3848.77,4488.63,4793.18,4891.61,5677.08,6212.42,5072.44,3828.65,4830.36,4300.68,3522.59,3544.17,3265,3369.85,3385.14,3141.09,3277.41,3357.23,3982.69,4210.39,5281.35,4166.49,5286.51,4195.05,4102.07,4154.83,4853.17,4407.19,4069.71,4398,3774.89,4459.6,4311.81,4168.08,3947.43,3815.89,3794.94,3873.82,3743.95,4045.15,4334.64,4319.36,4489.63,3169.08,3805.23,4327.02,3811.21,3634.29,3940.1,4968.29,3817.51,3821.87,5531.27,5230.84,3819.4,5235.95,6337.29
04/03/2021,4432.53,3921.01,3999.02,5382.31,3854.9,5083.14,5475.66,4361.23,9844.79,5484.31,4579.08,5115.62,5921.52,5385.72,7042.84,5839.67,8107.27,6266.73,6131.32,5778.59,4861.25,6564.58,5043.38,4745.45,4534.54,4784.53,4762.72,6378.53,4629.59,5939,4412.05,4453.83,3819.63,3527.41,4114.12,3633.08,3610.16,4378.54,6012.74,4535.1,6748.43,3550.3,4669.48,6065.88,6491.25,6460.27,5810.5,4972.78,3595.04,4971.34,5040.49,4863.41,5299.37,6734.81,4608.44,5175.47,4479.57,4392.92,5000.07,4888.76,4541.98,4591.25,3816.99,3398.38,3169.9,3589.77,3508.87,3602.21,3604.1,3410.67,4300.97,3757.13,3706.88,3400.35,4413.87,4130.31,4691.32,4399.1,3837.99,3379.97,4434.23,3922.15,6181.42,3499.6,4542.34,3482.08,4794.41,6306.24,5291.09,5195.58,4359.23,4084.59,4006.65,4277.48,6038.78,6021.44,4177.9,2338.9,3465.51,3327.19,4644.41,3643.59,3990.26,2653.49,4188.18,4766.99,3798.69,3219.34,4317.45,4678.49,5201.77,3520.46,2588.74,3509.86,4104.83,4924.78,2732.8,4367.76,3868.64,3785.11,4157.12,2848.03,2963.24,4716.85,4131.33,3897.83,3114.1,4003.96,4040.48,3720.79,5439.92,5805.43,4753.44,3412.68,3695.1,3518.04,3036.81,3145.12,3359.8,2607.49,2924.88,2681.55,3124.5,2941.98,3372.99,3519.08,4576.58,3518.23,4366.98,3686.62,3546.43,3635.65,4240.43,3441.65,3608.42,3376.92,3536.33,4577.72,3883.64,3512.19,3836.16,3323.28,3353.59,3735.47,3391.41,3254.94,3762.84,4044.58,3934.05,3005.42,3605.85,3487.45,3649.56,3267.24,3855.22,4563.88,3439.18,3302.97,4635.31,4517.54,3527.42,3801.84,4775.08
04/10/2021,5014.11,4648.83,4741.51,5790.06,4330.93,5166.73,5392.37,4755.54,9887.4,4710.45,4430.63,4405.94,6550.86,5572.94,6632.09,5801.47,7783.32,6374.3,5897.27,5743.23,4982.94,5088.82,4841.18,5275.14,4854.97,5172.99,5560.5,6979.92,5185.65,6863.37,4796.26,5337.18,5035.9,4169.52,4499.52,3983.4,4019.71,5709.42,5836.54,5237.25,6372.3,4172.07,5608.84,6442.86,7218.87,7924.18,6188.03,5322.85,3734.13,4953.39,5300.1,5128.49,5487.96,6644.09,4683.1,5294.77,4204.62,4322.49,4575.05,5042.33,4582.92,4878.74,4944.36,4124.32,4196.88,4205.69,4408.77,4630.18,4251.13,3956.95,5002.83,4358.41,4552.14,3997.83,4995.44,4106.97,4881.47,5334.45,4643.41,4136.93,4936.86,4315.7,8507.11,4136.56,5043.09,3573.94,5323.22,5826.01,5546.27,5598.32,4722.73,4595.65,4470.87,4598.09,6247.01,6604.16,4873.53,3176.91,4184.65,4139.09,5754.12,5030.07,4304.26,3784.61,4337.69,5878.3,4882.26,3560.88,4330.38,5499.28,5519.84,4081.31,3714.37,3795.3,4874.71,5412,4552.61,4858.35,4496.32,4395.25,3903.7,4216.37,4597.86,5061.99,4530.06,4545,4289.99,4695.8,5088.7,4608.28,5486.6,6780.68,5361.76,4127.94,4703.25,4520.24,3694.7,3444.4,3397.72,2872.66,3474.23,3068.23,3409.79,3652.84,4567.8,4215.83,5459.78,4046.91,5284.87,4220.14,3959.54,3780.18,4791.3,4194.17,4470.95,4365.19,3667.3,4357.23,4105.83,3907.13,3820.27,4259.25,3653.19,3732.81,3741.89,3641.68,4272.21,4103.24,4374.02,3074.85,3979.16,3923.38,3512.78,3436.77,3975.69,4536.92,3627.49,3617.31,5493.87,5306.92,4071.92,4547.77,5659.35
