week_ending,TESTRATE_CITY,TESTRATE_BX,TESTRATE_BK,TESTRATE_MN,TESTRATE_QN,TESTRATE_SI,TESTRATE_10001,TESTRATE_10002,TESTRATE_10003,TESTRATE_10004,TESTRATE_10005,TESTRATE_10006,TESTRATE_10007,TESTRATE_10009,TESTRATE_10010,TESTRATE_10011,TESTRATE_10012,TESTRATE_10013,TESTRATE_10014,TESTRATE_10016,TESTRATE_10017,TESTRATE_10018,TESTRATE_10019,TESTRATE_10021,TESTRATE_10022,TESTRATE_10023,TESTRATE_10024,TESTRATE_10025,TESTRATE_10026,TESTRATE_10027,TESTRATE_10028,TESTRATE_10029,TESTRATE_10030,TESTRATE_10031,TESTRATE_10032,TESTRATE_10033,TESTRATE_10034,TESTRATE_10035,TESTRATE_10036,TESTRATE_10037,TESTRATE_10038,TESTRATE_10039,TESTRATE_10040,TESTRATE_10044,TESTRATE_10065,TESTRATE_10069,TESTRATE_10075,TESTRATE_10128,TESTRATE_10280,TESTRATE_10282,TESTRATE_10301,TESTRATE_10302,TESTRATE_10303,TESTRATE_10304,TESTRATE_10305,TESTRATE_10306,TESTRATE_10307,TESTRATE_10308,TESTRATE_10309,TESTRATE_10310,TESTRATE_10312,TESTRATE_10314,TESTRATE_10451,TESTRATE_10452,TESTRATE_10453,TESTRATE_10454,TESTRATE_10455,TESTRATE_10456,TESTRATE_10457,TESTRATE_10458,TESTRATE_10459,TESTRATE_10460,TESTRATE_10461,TESTRATE_10462,TESTRATE_10463,TESTRATE_10464,TESTRATE_10465,TESTRATE_10466,TESTRATE_10467,TESTRATE_10468,TESTRATE_10469,TESTRATE_10470,TESTRATE_10471,TESTRATE_10472,TESTRATE_10473,TESTRATE_10474,TESTRATE_10475,TESTRATE_11004,TESTRATE_11101,TESTRATE_11102,TESTRATE_11103,TESTRATE_11104,TESTRATE_11105,TESTRATE_11106,TESTRATE_11109,TESTRATE_11201,TESTRATE_11203,TESTRATE_11204,TESTRATE_11205,TESTRATE_11206,TESTRATE_11207,TESTRATE_11208,TESTRATE_11209,TESTRATE_11210,TESTRATE_11211,TESTRATE_11212,TESTRATE_11213,TESTRATE_11214,TESTRATE_11215,TESTRATE_11216,TESTRATE_11217,TESTRATE_11218,TESTRATE_11219,TESTRATE_11220,TESTRATE_11221,TESTRATE_11222,TESTRATE_11223,TESTRATE_11224,TESTRATE_11225,TESTRATE_11226,TESTRATE_11228,TESTRATE_11229,TESTRATE_11230,TESTRATE_11231,TESTRATE_11232,TESTRATE_11233,TESTRATE_11234,TESTRATE_11235,TESTRATE_11236,TESTRATE_11237,TESTRATE_11238,TESTRATE_11239,TESTRATE_11354,TESTRATE_11355,TESTRATE_11356,TESTRATE_11357,TESTRATE_11358,TESTRATE_11360,TESTRATE_11361,TESTRATE_11362,TESTRATE_11363,TESTRATE_11364,TESTRATE_11365,TESTRATE_11366,TESTRATE_11367,TESTRATE_11368,TESTRATE_11369,TESTRATE_11370,TESTRATE_11372,TESTRATE_11373,TESTRATE_11374,TESTRATE_11375,TESTRATE_11377,TESTRATE_11378,TESTRATE_11379,TESTRATE_11385,TESTRATE_11411,TESTRATE_11412,TESTRATE_11413,TESTRATE_11414,TESTRATE_11415,TESTRATE_11416,TESTRATE_11417,TESTRATE_11418,TESTRATE_11419,TESTRATE_11420,TESTRATE_11421,TESTRATE_11422,TESTRATE_11423,TESTRATE_11426,TESTRATE_11427,TESTRATE_11428,TESTRATE_11429,TESTRATE_11432,TESTRATE_11433,TESTRATE_11434,TESTRATE_11435,TESTRATE_11436,TESTRATE_11691,TESTRATE_11692,TESTRATE_11693,TESTRATE_11694,TESTRATE_11697
10/17/2020,3180.47,2630.08,2981.44,4009.69,2755.72,3297.75,3791.68,3030.96,8192.26,4744.09,3471.42,3991.96,4090.71,3996.42,5495.76,4854.66,6496.18,4545.63,5185.25,4209.21,3388.14,3485.84,3793.45,4217.93,3680.07,3636.95,4779.84,5995.42,3124.32,4024.01,3734.41,2762.55,2661.44,2609.13,2662.92,2713.7,2438.34,2954.03,3938.75,2842.25,3446.38,2060.28,3664.17,5054.9,4957.15,5091.84,5055.44,4009.64,2781.87,3499.68,4032.9,2915.88,3107.96,3838.91,2774.4,3213.6,2588.49,2873.84,2613.88,3242.11,2645.25,3520.17,2520.74,2087.42,1937.02,2178.18,1950.17,2185.79,1991.28,2081.21,2598.55,1990.67,2920.7,2623.62,3676.56,3266.91,3241.95,2744.35,2813.09,2215.61,3806.27,2821.55,5428.17,2037.39,2449.65,1837.07,3570.65,6195.42,3759.96,4097.22,3245.81,3019.21,3028.47,3099.23,3661.44,4936.26,2918.94,2467.33,2966.97,2757.47,2483.38,2041.54,2731.27,2909.25,4167.53,2833.7,3052.57,2208.71,3655.33,3390.77,4205.94,3378.56,2603.17,1878.62,2776.25,4193.96,2600.27,2792.26,3124.47,2816.49,2107.46,2737.89,3515.61,3280.12,2621.31,2285.96,2866.38,3002.65,3075.67,2652.05,4343.72,3079.33,3364.32,1993.59,2735.16,2787.05,2256.79,2425.78,2624.13,2093.72,2152.83,1925,2389.59,2435.22,2979.64,2122.86,2854.79,2548.99,3129.39,2536.67,3010.12,3287.66,2878.11,2633.8,3190.81,2298.89,2586.76,2727.21,2520.43,2408.46,3947.43,1830.27,2132.64,2213.61,1845.17,2021.53,1880.17,2679.92,2877.48,1944.1,2710.75,2502.57,2741.83,2738.88,2387.61,2953.72,2485.66,2350,4125.27,4446.21,2375.29,3128.1,3625.52
10/24/2020,3361.02,2986.66,3071.01,4179.45,2886.61,3629.58,3809.79,3332.33,8053.31,4340.34,3642.71,3282.28,4262.35,4115.4,5249.9,5063.73,6591.2,4389.49,5501.7,4105.11,3509.84,3155.07,3793.45,4180.88,3702.72,4264.96,5125.65,6141.68,3163.12,4448.33,3700.63,2857.15,2924.51,2761.61,2878.62,2905.1,2554.34,3527.24,4221.4,3193.33,3721.91,2347.25,4392,5963.07,5315.58,4678.13,4521.69,4120.64,2129.2,2889.48,4277.09,3402.76,3620.92,4232.83,2979.73,3455.99,2923.79,3058.27,2777.81,3417.01,2907.32,4081.11,2632.63,2491.61,2482.28,2646.07,2554.08,2353.19,2426.7,2722.97,2878.46,2355.85,2955.32,2565.2,3926.62,2590.19,3626.9,3317.9,3306.92,2449.51,4373.63,3215.09,5508.2,2100.64,2630.66,1937.27,3542.57,6591.2,3613.36,4320.22,3202.87,3380.89,3517.56,3152.67,3921.73,4917,2968.04,2299.98,3496.4,3156.5,2622.66,2365.92,3138.59,2720.48,4558.02,2978.36,2594.38,2857.32,3524.63,3385.29,3821.81,3138.01,2796.32,2085.83,2924.83,4423.72,2869.01,2744.71,3094.92,3148.27,2898.87,2606.2,2940.74,3258.72,3068.04,2497.19,2838.73,2934.87,2965.49,2831.22,4287.69,3194.52,2985.97,2167.33,2239.85,2975.61,2254.01,2861.59,2916.13,2121.35,2850.65,2373.33,2378.18,2540.8,3043.56,2420.95,3187.84,2382.2,3666.61,3027.63,2898.99,3324.14,3127.97,3040.49,3559.29,2509.28,2675.63,3005.44,2573.66,2464.88,3555.34,1997,2599.76,2538.21,2008.04,2025.71,2369.57,2726.23,2925.65,2276.38,2804.08,2739.37,2850.63,2526.55,2532.73,3096.01,2502.78,2544.59,3567.35,3913.62,2398.96,3060.72,3743.42
10/31/2020,3321.63,2822.58,2997.81,4184.92,2911.45,3631.68,3922.05,3094.68,7858.78,7099.32,3334.39,2602.16,3461.37,4138.15,5657.66,4754.15,6414.11,4434.6,5310.51,4806.32,3926.15,3375.59,3830.21,4143.82,3686.54,3878.12,4894.54,6509.5,3455.38,4516.16,3569.75,2965.81,2945.01,2856.49,2988.05,2790.6,2563.81,3723.04,4184.69,3207.75,3205.83,2317.82,4428.39,5380.47,5763.63,4614.48,4782.05,3915.72,2450.19,2494.64,4559.83,3299.98,3251.29,4072.88,3168.74,3645.36,2508.02,2971.09,2638.16,3626.04,2864.74,4074.62,2579.85,2405.19,2170.89,2691.01,2396.54,2422.93,2361.59,2367.65,2897.26,2160.52,2755.72,2603.7,3740.86,2893.55,3313.84,2877.57,3210.9,2400.68,4138.15,2894.92,5239.85,2100.64,2625.59,2029.13,3633.83,6559.54,3911.98,4636.42,3629.35,3435.93,3307.56,3296.94,4268.79,5205.95,3022.6,2327.23,3564.78,2971.98,2688.93,2240.36,3188.95,2577.37,4374.08,2910.76,2843.6,2422.04,3753,3489.26,3868.29,3297.48,2671.99,2160.89,2772.57,4324.07,2175.68,2876.54,2853.23,2987,2616.54,2260.23,2911.49,3601.18,2994.2,2288.65,2661.18,2910.57,2966.52,2683.3,4128.96,3171.48,2934.04,1809.7,2520.38,3541.28,2587.12,2903.59,3291.54,2579.87,2672.48,2437.77,2357.64,2597.1,2814.93,2501.59,3503.06,2457.73,3722.64,2651.23,2700.89,3193.65,3199.36,2824.7,3567.48,2379.96,2596.11,2958.19,2520.43,2598.88,3634.82,1955.31,2329.15,2429.12,1987.43,2042.44,2439.48,2704.62,3002.72,2454.92,2931.34,2954.64,2804,2722.42,2286.3,3070.55,2650,2444.8,3733.38,4103.83,2777.75,3676.72,3684.47
11/07/2020,3593.95,2903.1,3411.11,4357.02,3096.25,4310.47,3885.84,3235.41,7947.71,6527.34,3414.32,4287.66,4162.23,4328.87,5726.62,5186.35,6668.95,4996.73,5435.78,4967.38,3823.67,3316.22,4009.43,4091.5,4104.07,4125.77,5296.85,6472.39,3698.5,4579.26,3842.07,3290.52,3091.92,2992.03,3133.97,2934.15,2580.38,3450.62,4390.25,2976.91,3385.15,2269.99,4162.28,5568.96,5706.28,5616.94,5450.32,4182.12,2728.38,5294.38,5228.12,3548.83,3409.7,4829.68,3588.75,4611.15,3842.5,3480.8,3846.44,3988.64,3752.49,4615.03,2465.85,2506.24,2346.28,2627.56,2379.83,2582.82,2475.53,2625.08,2784.46,2350.76,2932.92,2563.87,3775.16,2706.87,3343.98,3237.97,3168.77,2504.77,4084.45,2828.22,5291.64,2194.79,2676.34,2229.54,3542.57,6084.59,3982.57,4603.13,3543.48,3868.37,3434.66,3505.34,4268.79,4920.21,3298.13,3659.48,3039.77,2698.65,2765.3,2455.92,3301.52,4924.87,4118.35,3154.11,3015.42,2675.24,3809.01,3647.95,4042.01,4370.51,3948.6,2094.28,3088.13,4420.96,2941.41,3001.89,3197.5,3143.13,2794.39,3114.99,5117.61,3900.83,3101.26,2432.61,3446.88,3084.49,3198.2,2716.63,4261.55,3732.06,3599.85,2561.73,2568.6,3368.22,2714.81,2798.58,3048.85,2298.12,2642.79,2406.95,2647.49,2843.44,2861.64,2500.68,3604.17,2844.79,3968.18,3076.73,3068.1,3249.77,3503.95,2799.8,3796.76,2439.8,2572.73,3162.93,2638.47,2859.82,3608.32,2482.04,2686.74,2793.62,2241.01,2425,2481.93,3031.89,3054.11,2593.79,2854.98,2852.39,2754.26,2521.62,2538.2,3344.65,2853.72,2544.59,4171.63,4370.13,3298.57,3835.53,5099.31
11/14/2020,3971.41,3345.07,3547.2,4910.89,3473.11,5066.55,4244.36,3806.29,8657.26,7637.66,4053.8,4110.24,4677.14,4848.55,6407.22,5970.33,7455.06,5118.18,6315.92,5438.78,4086.27,3375.59,4583.85,4416.3,4495.7,4812.04,5870.36,7144.73,4024.38,5363.24,3915.96,3791.64,3549.73,3344.43,3682.73,3535.68,3461.02,3640.75,5274.91,3683.87,4959.64,2553.28,5140.3,6074.45,6444.65,5696.5,5346.18,4851.53,3284.75,3427.89,6001.81,4625.38,4382.82,5593.64,4022.76,5116.76,4499.68,4218.54,4584.15,5413.47,4545.25,5379.15,2883.86,2754.86,2693.27,2936.84,3036.25,2867.17,2742.75,2835.37,3085.25,2661.58,3586.72,2983.44,4331,3826.95,4306.36,3547.88,3657.7,2935.3,4379.14,3621.98,6195.55,2471.35,3254.92,2354.79,4307.71,6707.3,4995.18,5022.51,4153.14,4485.58,3934.8,3748.47,5813.19,6039.1,3484.99,2543.86,3578.02,3206.09,3222.44,2887.03,3728.09,3251.78,4099.66,3320.4,3427.18,2697.86,4699.5,4415.84,4763.8,4044.82,3130.46,2536.19,3431.94,5508.89,2837.1,2824.68,3853,3452.31,2954.45,2873.17,3981.36,4858.65,3514.77,2876.62,3046.06,3400.36,3297.05,3362.46,5279.31,3970.11,3531.23,2661.92,3287.45,3642.02,3009.05,3386.65,3283.96,3176.49,3548.46,3115.87,2818.66,2963.09,3018.98,2646.56,3969.94,2895.15,4474.09,3254.57,3348.33,3551.46,4033.4,3668.51,4247.13,2855.76,3021.78,3483.16,3071.27,3156.03,3714.3,2758.66,3160.3,3355.01,2649.22,2717.67,3141.11,3325.2,3375.25,2985.58,3576.15,3261.41,3065.13,3254.07,3039.27,3605.27,3394.67,2734.18,3896.42,4436.7,3795.73,4374.52,6072.01
11/21/2020,4752.98,3905.14,4200.35,6466.3,3935.21,5679.39,6254.28,4653.31,11695.55,11843.41,6223.43,6682.83,11185.09,6944.75,8730.85,8489.13,11471.98,7266.07,9351.91,8408.61,6276.71,5165.15,5911.9,6556.87,5952.19,6765.67,7635.41,8708.8,5007.19,6409.07,5893.99,4273.58,4284.27,4193.24,4870.65,4280.75,3898.98,4602.72,6357.79,4188.84,4797.81,3289.09,5720.29,6228.66,8347.94,8115.12,7498.54,6542.14,5092.97,6245.58,6724.08,4858,5284.28,6498.46,4970.11,6256.77,5324.51,4892.57,4805.77,5601.17,5033.35,5809.31,3612.21,3403.69,3205.49,3293.71,3327.46,3447.69,3410.13,3543.61,3444.54,2938.44,4181.45,3262.26,5155.47,4480.33,4895.39,4181.74,3863.47,3331.13,5063.56,3535.27,7603.2,2861.17,3997.6,3156.42,4801.43,6860.34,6037.65,6134.18,5232.22,5299.35,4468.1,4865.26,8155.82,8613.98,3615.93,2622.99,4528.77,3716.99,3744.73,3039.81,4455.34,3504.5,5879.98,3969.34,3863.7,2865.94,6705.99,5408.08,7521.28,4421.87,2588.74,2645.08,4227.61,7601.72,3092.34,3358.49,4320.71,4144.62,3639.15,3092.25,4240.11,6795.69,4039.03,3708.12,3335.24,3670.19,3448.41,3816.62,7382.08,4430.86,4247.12,2779.86,3182.25,4331.68,3689.14,4400.02,4387.46,3762.07,3444.53,3292.4,3115.37,3568.38,3493.46,3097.77,4285.15,3036.76,4722.93,3465.14,3614.07,4292.34,4295.16,3654.68,4408.17,3545.81,3428.74,4181.37,3339.75,3773.13,4689.23,2876.13,3105.54,3698.22,2999.7,2999.89,3373.33,3609.24,3850.55,3426.97,3682.21,4084.84,3615.36,3524.01,3170.7,4116.03,3322.77,2794.06,4605.4,5530.42,4316.56,5293.7,11525.03
11/28/2020,4003.57,3273.57,3636.35,5088.64,3373.28,5301.98,4928.82,3710.7,5793.12,8377.87,4738.94,5293.04,7923.96,4731.32,5906.52,6505.05,6193.83,5388.83,6905.97,6403.19,5034.18,4138.91,4859.57,6042.44,5253.08,5495.09,6671.57,7025.76,4047.65,4830.07,5402.12,3960.38,3597.56,3498.6,3716.03,3585.23,3479.96,3535.75,5168.46,3424.17,3752.53,2472.34,5074.34,5706.04,7211.7,6476.18,7047.23,6067.41,3990.92,4271.4,6251.13,4636.2,5265.42,6042.47,4827.77,5520.12,4425.92,4688.01,4593.26,5422,4548.53,5781.21,2968.3,2818.68,2723.77,2860.18,2570.79,2806.01,2825.5,2702.43,2987.08,2381.33,3558.2,2763.03,4263.84,5040.38,4881.47,3556.3,3463.7,3029.12,4329.57,3775.4,6280.29,2362.49,3180.48,1995.73,4405.99,6285.13,5217.79,5079.09,4513.79,4328.33,3664.01,4159.92,6767.6,6336.08,3201.28,2072.97,4087.58,3170.34,3240.41,2768.79,4002.11,3183.28,4988.84,3355.55,3373,2549.18,5650.32,4733.21,5840.37,4124.55,2099.19,2283.52,3881.35,5943.51,2904.59,2954.35,3774.75,3566.33,3350.15,2855.21,3997.11,5955.59,3584.91,2972.15,3118.35,3271.2,3000.5,3304.13,6087.93,4062.26,3599.85,2278.93,2761.46,3820.25,3039.59,3313.14,3287.75,3220.69,3281.21,2838.47,2583.59,3188.31,2982.1,2690.05,3610.11,2712.63,3987.96,3054.91,3176.81,3663.71,3645.53,3104.13,3649.37,2853.83,3091.95,3543.53,2937.03,3000.87,3952.73,2516.14,2799.49,2966.56,2554.38,2663.32,2796.54,3251.1,3237.16,2891.35,3304.65,3245.26,3186.37,3140.5,2680.58,3608.27,2797.22,3013.59,4174.62,4769.58,3622.12,5332.2,10670.23
12/05/2020,4680.48,4127.04,4059.18,5912.73,4015.69,6023.61,5312.7,4212.54,8525.73,8478.81,4898.81,5115.62,8181.42,5642.93,6970.89,6503.04,8483.04,6159.16,7120.24,6456.22,5700.28,4690.2,5757.95,6293.11,6094.61,5794.52,7308.42,8140.15,4934.78,6126.71,5896.1,4617.46,4417.51,4318.62,4807.21,4598.6,3910.81,4631.1,5998.06,5213.2,4010.57,3410.5,5540.6,6459.99,8516.4,7733.23,7572.31,6323.56,4279.81,6084.05,6796.05,5545.05,5906.63,6749.13,5373.79,6654.44,5049.57,5442.52,5434.19,5874.19,5549.3,6148.68,3838.11,3855.75,3415.2,4028.58,3513.65,3734.19,3566.12,3100.06,4079.55,3149.06,4423.82,3709.71,5331.23,6370.47,5414.84,4680.96,4387.68,3838.77,5391.3,3935.49,7311.31,3401.04,4143.09,2956.01,5000.32,7789.13,5782.46,6050.97,5146.35,4941.61,3940.33,4582.05,6854.36,6633.06,4001.94,2549.05,4087.58,3742.36,4177.16,3213.51,4319.08,3326.38,4928.84,4265.42,3972.06,2976.92,5150.5,4738.68,5845.26,3984,2487.72,2882.95,4414.25,5608.55,3602.82,3708.6,4247.68,3992.6,3963.72,3573.5,4135.49,5856.6,4363.92,3507.64,3644.63,4035.93,3786.15,3856.2,5641.6,5544.34,3967.07,2839.46,3173.49,4230.94,3433.76,3958.96,3989.29,3480.33,3622.7,3166.3,3170.14,3110.89,3316.45,3282.6,4873.95,3257.04,4541.66,3788.09,3737.28,4125.36,4496.23,3624.25,4380.88,3477.29,3812.31,4089.5,3617.48,3896.55,4540.87,3247.49,3324.6,3786.02,3428.52,3499.53,3343.36,3927.25,3834.49,3451.77,4428.83,3918,3661.99,3691.89,3282.96,4375.15,3451.17,3722.08,5104.98,5425.81,4395.47,6270.63,14531.56
12/12/2020,4817.23,4310.94,4257.19,5699,4298.32,6027.18,5120.76,4714.38,7808.76,10396.63,5264.22,5500.03,7094.38,5592.19,6587.11,6340.21,7770.36,6110.58,6988.38,6454.26,5552.97,4478.16,5447.77,5948.7,5249.84,5362.36,6411.35,7676.28,4699.42,5700.81,5440.12,4899.98,4096.36,3996.71,4518.56,4249.99,4299.05,5085.13,5931.98,4578.38,4159.27,3980.76,5410.96,8027.87,7645.41,5951.09,7173.08,5756.61,4151.41,6658.36,6770.34,5561.28,6200.83,6780.17,5511.46,6288.96,5364.75,5506.23,5567.77,6066.15,5478.87,6214.61,3878.22,3512.72,3460.96,4483.25,4198.71,3369.36,3520,3317.6,4881.68,3711.27,4562.32,3924.81,5002.58,9100.68,5563.26,4609.44,4544.45,3904.31,5447.76,4335.71,10898.7,3723.2,4630.31,3340.13,5138.37,7134.75,5828.61,6120.87,4842.95,5185.34,4100.6,4664.88,6993.18,6169.13,4151.98,2752.72,4129.5,3884.21,4251.29,3581.85,4733.8,3448.17,4882.61,4611.52,4188.77,3603.98,5357.32,4837.18,6190.25,4056.98,2499.93,3464.4,4292.69,6012.72,4092.44,3836.11,4096.42,4134.35,4043.75,3902.72,4578.73,5447.25,5744.72,3545.32,3796.67,4308.32,4219.64,4060.37,5826.48,5152.7,4610.63,2705.04,3532.92,4623.56,3852.92,4709.8,4444.34,4518.91,4973.78,3623.04,3663.12,3371.31,3746.68,3406.73,5034.53,3486.76,4833.34,3872.1,4343.65,4582.8,4637.82,4318.66,5240.68,3842.1,4046.2,4638.09,3881.33,4002.34,5155.51,3137.6,3823.93,4129.24,3737.77,3842.37,3518.15,4127.94,4313,3749.33,4467.01,4483.09,4035.03,3840.03,3641.65,4608.81,3803.81,3911.68,5513.32,5649.31,4450.71,6203.26,9049.06
12/19/2020,4643.25,3841.96,4173.6,5978.92,3950.96,5653.55,5787.11,5031.68,7951.42,9219.02,6645.94,7008.1,7866.75,5800.41,7828.38,7176.46,8966.8,7033.59,8168.5,7703.47,5873.21,5165.15,5369.65,6657.14,6110.79,5907.82,7138.94,7645.72,4549.41,5438.95,5967.88,4600.84,4028.03,3806.96,4218.8,3887.71,3953.43,4906.35,6710.19,3977.23,4955.26,3270.69,5122.1,6699.88,8774.48,7733.23,7520.23,6446.51,4836.18,7124.98,6294.83,4636.2,5254.11,6565.3,5359.79,6054.14,4982.51,5080.36,4884.7,6091.75,5151.28,5852.54,3477.1,3286.69,3167.36,4147.53,3122.18,3098.95,3345.02,3005.79,3973.02,3215.3,4179.41,3442.84,4605.35,5203.72,4842.05,4317.76,3901.68,3529.05,4777.12,4789.29,10041.87,3220.11,3955.3,3223.22,4518.3,6490.94,6233.11,5911.18,4974.61,4776.49,4050.86,4614.12,7010.53,7427.67,3959.66,2687.86,4283.91,3688.16,4171.54,3062.83,4330.93,3104.11,5219.98,4166.72,3807.98,3237.65,5716.39,5059.7,6569.5,3873.19,2469.96,3247.67,4376.19,6275.71,3566.01,3544.35,4263.33,4126.13,3839.23,3414.28,3831.74,6169.63,6634.49,3508.99,3450.07,4092.2,4139.33,3985.37,6476.36,4845.53,4180.36,3082.96,3765.23,4277.44,3508.71,3880.2,3776.93,3513.48,3622.7,3312.01,3133.62,3343.15,3478.71,2745.32,4192.97,2907.73,4187.35,3600.43,3974.03,4300.76,4333.23,3751.51,4307.18,3623.99,3344.54,3945.13,3450.84,4019.97,4832.29,2720.77,3427.69,3458.77,3407.9,3267.48,3338.37,3887.12,3712.46,3362.5,4233.69,3745.78,3525.21,3436.77,3428.08,4247.84,3341.61,3332.91,5285.96,5501.89,3874.64,5919.32,18216.03
12/26/2020,4211.06,3438.64,3926.83,4887.19,3745.98,5680.44,4809.31,4346.63,5026.14,10228.4,5309.9,4879.06,6565.16,4299.13,5894.52,5767.3,5584.81,5177.16,6424.7,6322.66,5508.14,4240.69,4786.04,5556.34,5291.92,5150.33,6163.11,6567.35,4091.62,4091.83,5492.89,3805.7,3447.23,3056.41,3265.6,3158.01,3068.05,3811.01,5399.72,3573.25,4102.42,2498.09,3923.46,6280.07,7140.02,5696.5,7012.52,5886.39,4579.39,5402.06,6328.24,4771.44,5740.67,6582.02,5140.45,6270.02,4801.45,5305.03,5164,5938.17,4858.1,5900.1,2966.19,2806.72,2751.74,3095.45,2606.59,2870.39,2744.11,2539.27,3371.43,2918.06,3949.26,2950.24,4551.05,6393.81,4283.17,3853.59,3528.37,3148.64,4580.2,3688.69,9401.6,2850.88,3870.71,3390.23,4055.01,6760.07,5263.94,5495.14,4596.8,4788.29,3702.7,4322.89,7496.41,6281.5,3401.79,2651.53,4603.77,3304.12,3653.75,2875.52,4732.32,2880.33,4602.28,3724.63,3533.99,3212.87,5868.64,4864.54,6231.85,3774.53,2501.04,3195.87,3966.07,5334.49,3504.65,3332.55,3800.83,3644.39,4239.38,3470.55,3909.36,6126.82,4456.22,3465.93,3380.96,4011.63,3529.76,3456.21,6117.8,4699.63,3675.89,2796.35,3506.62,4489.24,3555.9,3906.46,3913.45,3474.81,3251.52,3113.07,3072,3582.45,3530.33,2615.75,3886.67,2819.62,3793.5,3306.94,3952.29,4427.04,4192.84,3726.61,4023.31,3513.96,3213.57,3556.66,3075.9,3804.87,5388.64,2925.39,3247.28,3581.16,3242.97,3369.91,3078.69,3553.67,3555.1,3203.8,3792.5,3557.41,3254.76,3436.77,2948.91,3686.15,3456.3,3098.41,4662.24,4412.93,3866.75,5967.45,11200.79
01/02/2021,4162.13,3617.74,3784.64,4467.17,3878.68,5882.69,4309.55,4038.62,4379.58,8075.06,4761.78,5233.9,5850,3908.93,5444.79,5103.93,4699.36,4642.79,5353.37,5126.48,4528.2,3816.62,4271.36,4799.94,4356.53,4765.1,5769.36,6058.73,4050.24,4031.89,5041.13,3658.69,3406.23,3236,3367.11,3277.63,3444.45,3759.93,4713.28,3727.15,3402.64,2792.42,4278.27,5397.6,5197.3,6126.12,5849.55,4914.72,3862.53,4935.44,6140.6,4966.2,5503.05,7002.19,5457.79,6391.22,5096.51,5405.63,5382.59,5835.79,5303.61,6240.55,3314.54,3046.04,2986.87,3407.37,2852.45,2965.89,3034.39,2831.75,3559.43,2722.73,3979.81,3237.04,4643.93,5437.07,4700.59,4257.46,3766.46,3445.51,4781.25,4055.55,7984.54,2996.51,3907.93,3014.47,4333.45,6438.17,4748.13,5235.52,4218.98,4395.16,3694.41,4063.73,5969.37,5382.54,3562.74,2844.82,3939.79,3203.79,3835.71,3167.47,4145.78,2749.4,4145.89,3651.63,3490.64,3510.24,5177.79,4133.12,4788.27,3721.83,2701.97,3655.75,3775.75,4869.42,3424.89,3594.06,3790.4,3556.05,4439.45,3281.4,3589.86,5056.64,5257.38,2992.33,3146,3914.44,3684.21,3218.71,5314.8,4507.65,3993.04,3389.86,3629.35,4887.02,3650.28,3964.21,3689.72,3530.05,3964.18,3247.56,3396.09,3315,3744.22,2893,4145.39,2954.94,3940.17,3376.77,3983.69,4157.63,4268.98,4000.5,3796.76,3510.1,3166.79,3640.65,3247.17,4323.23,4805.8,3122.44,4062.33,3876.48,3851.16,3909.27,3488.18,3689.52,3815.22,3501.36,4203.99,4100.98,3543.86,3441.71,3167.96,3951.27,3446.03,3427.71,5127.41,4626.92,3787.84,5510.27,6808.9
01/09/2021,5816.12,5063.86,5122.97,6894.61,5244.7,7483.47,6551.24,5807.01,6652.73,9925.59,6303.37,6594.12,9196.95,6167.86,7888.35,7280.99,7817.88,7019.71,7624.59,7626.87,6801.91,6327.1,6451.85,8520.88,6939.37,6650.75,7948.7,8820.13,5984.84,8033.81,7597.59,6207.75,4841.16,4682.88,5747.72,4928.41,4969.01,5383.08,5990.72,5718.17,5038.36,4459.04,5501.94,8224.92,10534.39,9181.22,9203.93,7776.8,5071.57,7448.03,7898.74,7232.9,6834.49,8317.64,6857.82,8150.46,6793.11,6803.99,7638.23,7729.87,7252.75,7295.41,5077.36,4684.07,4290.93,5500.97,4745.33,4339.39,3875.39,3938.82,5025.81,4261.59,5372.95,4657.72,6122.84,6090.45,6205.62,5160.56,5295,4724.24,6027.52,5349.6,9872.39,4880.91,5643.66,4442.37,5880.11,7963.27,6564.31,6849.78,5492.68,5786.83,4716.79,5145.79,8017,7201.33,4880.35,3619.26,5550.11,4549.65,5692.35,4767.43,5674.34,3428.38,5673.42,5365.91,4657.8,4434.67,6392.88,5679.85,6456.95,4738.1,3295.87,5135.81,5466.55,6308.93,4416.4,4925.35,4950.13,4857.48,5428.72,4509.68,4520.23,7065.91,6571.73,4753.55,4546.22,5548.76,4773.61,4887.44,7023.52,6742.28,5619.56,4139.35,4983.78,5496.61,4666.25,5150.85,5335.49,4817.22,4647.15,4458.04,3994.06,4476.31,4560.42,4050.93,6185.37,4411.95,5426.59,4989.32,5440.44,5545.38,5803.82,5693.66,5579.14,5178.78,4677.68,5186.68,4615.01,4665.29,6141.04,4319.88,4825.82,4858.24,5290.19,5146.85,4844.01,4964.64,5970.12,4899.92,5633.61,5613.28,4840.17,4465.5,4567.12,6034.75,4553.62,4784.82,6597.73,5768.19,5326.65,6997.31,9903.86
