week_ending,all_race_ethnicity,Asian_Pacific_Islander,Black_African_American,Hispanic_Latino,White
02/15/2025,0.18,0,,,0.25
02/22/2025,0.19,,0.38,0,0.12
03/01/2025,0.22,,0.23,,0.22
03/08/2025,0.14,,0.27,,
03/15/2025,0.13,,,,0.12
03/22/2025,0.16,,,,
03/29/2025,0.12,,,,
04/05/2025,0.18,,0.3,,
04/12/2025,0.12,0,0.29,0,
04/19/2025,0.19,,,,0.22
04/26/2025,0.12,0,,,
05/03/2025,0.11,0,0,,0.12
