DATE_OF_INTEREST,AS_OF,"Cases/day, 7 day avg",DEATH_COUNT,"Deaths/day, 7 day avg",HOSPITALIZED_CASE_COUNT,"Hospitalized/day, 7 day avg",NEW_COVID_CASE_COUNT
2020-03-09,2020-04-11 17:36:46,15.714285714285714,,,35.0,16.571428571428573,53
2020-03-10,2020-04-11 17:36:46,26.0,,,49.0,22.285714285714285,75
2020-03-11,2020-04-11 17:36:46,46.857142857142854,1.0,1.0,73.0,30.857142857142858,156
2020-03-12,2020-04-11 17:36:46,97.71428571428571,1.0,1.0,75.0,39.0,358
2020-03-13,2020-04-11 17:36:46,185.28571428571428,,1.0,138.0,56.285714285714285,621
2020-03-14,2020-04-11 17:36:46,275.0,2.0,1.3333333333333333,151.0,76.57142857142857,642
2020-03-15,2020-04-11 17:36:46,418.85714285714283,6.0,2.5,186.0,101.0,1027
2020-03-16,2020-04-11 17:36:46,712.1428571428571,9.0,3.8,305.0,139.57142857142858,2106
2020-03-17,2020-04-11 17:36:46,1042.5714285714287,7.0,4.333333333333333,346.0,182.0,2388
2020-03-18,2020-04-11 17:36:46,1433.7142857142858,21.0,7.666666666666667,438.0,234.14285714285714,2894
2020-03-19,2020-04-11 17:36:46,1893.7142857142858,25.0,11.666666666666666,518.0,297.42857142857144,3578
2020-03-20,2020-04-11 17:36:46,2350.4285714285716,45.0,16.428571428571427,609.0,364.7142857142857,3818
2020-03-21,2020-04-11 17:36:46,2612.5714285714284,36.0,21.285714285714285,648.0,435.7142857142857,2477
2020-03-22,2020-04-11 17:36:46,2810.5714285714284,45.0,26.857142857142858,692.0,508.0,2413
2020-03-23,2020-04-11 17:36:46,2979.285714285714,80.0,37.0,981.0,604.5714285714286,3287
2020-03-24,2020-04-11 17:36:46,3228.5714285714284,90.0,48.857142857142854,1053.0,705.5714285714286,4133
2020-03-25,2020-04-11 17:36:46,3457.285714285714,112.0,61.857142857142854,1219.0,817.1428571428571,4495
2020-03-26,2020-04-11 17:36:46,3608.5714285714284,172.0,82.85714285714286,1325.0,932.4285714285714,4637
2020-03-27,2020-04-11 17:36:46,3732.4285714285716,184.0,102.71428571428571,1287.0,1029.2857142857142,4685
2020-03-28,2020-04-11 17:36:46,3827.5714285714284,234.0,131.0,1229.0,1112.2857142857142,3143
2020-03-29,2020-04-11 17:36:46,3937.714285714286,253.0,160.71428571428572,1298.0,1198.857142857143,3184
2020-03-30,2020-04-11 17:36:46,4273.571428571428,275.0,188.57142857142858,1576.0,1283.857142857143,5638
2020-03-31,2020-04-11 17:36:46,4387.142857142857,327.0,222.42857142857142,1445.0,1339.857142857143,4928
2020-04-01,2020-04-11 17:36:46,4417.571428571428,363.0,258.2857142857143,1449.0,1372.7142857142858,4708
2020-04-02,2020-04-11 17:36:46,4508.428571428572,395.0,290.14285714285717,1624.0,1415.4285714285713,5273
2020-04-03,2020-04-11 17:36:46,4545.571428571428,412.0,322.7142857142857,1634.0,1465.0,4945
2020-04-04,2020-04-11 17:36:46,4566.142857142857,406.0,347.2857142857143,1354.0,1482.857142857143,3287
2020-04-05,2020-04-11 17:36:46,4580.571428571428,453.0,375.85714285714283,1323.0,1486.4285714285713,3285
2020-04-06,2020-04-11 17:36:46,4556.0,442.0,399.7142857142857,1560.0,1484.142857142857,5466
2020-04-07,2020-04-11 17:36:46,4463.285714285715,459.0,418.57142857142856,1280.0,1460.5714285714287,4279
2020-04-08,2020-04-11 17:36:46,4260.714285714285,364.0,418.7142857142857,934.0,1387.0,3290
2020-04-09,2020-04-11 17:36:46,3866.0,291.0,403.85714285714283,307.0,1198.857142857143,2510
2020-04-10,2020-04-11 17:36:46,3281.4285714285716,199.0,373.42857142857144,8.0,966.5714285714286,853
2020-04-11,2020-04-11 17:36:46,2814.714285714286,29.0,319.57142857142856,,902.0,20
2020-03-02,2020-04-12 18:22:47,1.0,,,12.0,12.0,1
2020-03-03,2020-04-12 18:22:47,2.0,,,10.0,11.0,3
2020-03-04,2020-04-12 18:22:47,4.666666666666667,,,13.0,11.666666666666666,10
2020-03-05,2020-04-12 18:22:47,4.0,,,18.0,13.25,2
2020-03-06,2020-04-12 18:22:47,4.8,,,17.0,14.0,8
2020-03-07,2020-04-12 18:22:47,6.333333333333333,,,9.0,13.166666666666666,14
2020-03-08,2020-04-12 18:22:47,8.285714285714286,,,15.0,13.428571428571429,20
2020-03-09,2020-04-12 18:22:47,15.714285714285714,,,35.0,16.714285714285715,53
2020-03-10,2020-04-12 18:22:47,26.0,,,49.0,22.285714285714285,75
2020-03-11,2020-04-12 18:22:47,46.857142857142854,1.0,1.0,73.0,30.857142857142858,156
2020-03-12,2020-04-12 18:22:47,97.71428571428571,1.0,1.0,75.0,39.0,358
2020-03-13,2020-04-12 18:22:47,185.28571428571428,,1.0,138.0,56.285714285714285,621
2020-03-14,2020-04-12 18:22:47,275.14285714285717,2.0,1.3333333333333333,151.0,76.57142857142857,643
2020-03-15,2020-04-12 18:22:47,419.0,6.0,2.5,186.0,101.0,1027
2020-03-16,2020-04-12 18:22:47,712.2857142857143,9.0,3.8,305.0,139.57142857142858,2106
2020-03-17,2020-04-12 18:22:47,1042.857142857143,7.0,4.333333333333333,347.0,182.14285714285714,2389
2020-03-18,2020-04-12 18:22:47,1434.142857142857,21.0,7.666666666666667,437.0,234.14285714285714,2895
2020-03-19,2020-04-12 18:22:47,1894.142857142857,25.0,11.666666666666666,519.0,297.57142857142856,3578
2020-03-20,2020-04-12 18:22:47,2350.8571428571427,45.0,16.428571428571427,610.0,365.0,3818
2020-03-21,2020-04-12 18:22:47,2612.8571428571427,36.0,21.285714285714285,649.0,436.14285714285717,2477
2020-03-22,2020-04-12 18:22:47,2811.0,45.0,26.857142857142858,691.0,508.2857142857143,2414
2020-03-23,2020-04-12 18:22:47,2979.8571428571427,80.0,37.0,982.0,605.0,3288
2020-03-24,2020-04-12 18:22:47,3229.0,90.0,48.857142857142854,1053.0,705.8571428571429,4133
2020-03-25,2020-04-12 18:22:47,3457.4285714285716,112.0,61.857142857142854,1221.0,817.8571428571429,4494
2020-03-26,2020-04-12 18:22:47,3608.8571428571427,173.0,83.0,1325.0,933.0,4638
2020-03-27,2020-04-12 18:22:47,3733.285714285714,184.0,102.85714285714286,1287.0,1029.7142857142858,4689
2020-03-28,2020-04-12 18:22:47,3829.1428571428573,235.0,131.28571428571428,1232.0,1113.0,3148
2020-03-29,2020-04-12 18:22:47,3939.4285714285716,254.0,161.14285714285714,1297.0,1199.5714285714287,3186
2020-03-30,2020-04-12 18:22:47,4275.714285714285,277.0,189.28571428571428,1577.0,1284.5714285714287,5642
2020-03-31,2020-04-12 18:22:47,4389.714285714285,328.0,223.28571428571428,1447.0,1340.857142857143,4931
2020-04-01,2020-04-12 18:22:47,4421.571428571428,365.0,259.42857142857144,1448.0,1373.2857142857142,4717
2020-04-02,2020-04-12 18:22:47,4534.857142857143,398.0,291.57142857142856,1627.0,1416.4285714285713,5431
2020-04-03,2020-04-12 18:22:47,4576.714285714285,418.0,325.0,1632.0,1465.7142857142858,4982
2020-04-04,2020-04-12 18:22:47,4636.571428571428,417.0,351.0,1356.0,1483.4285714285713,3567
2020-04-05,2020-04-12 18:22:47,4666.285714285715,468.0,381.57142857142856,1329.0,1488.0,3394
2020-04-06,2020-04-12 18:22:47,4699.142857142857,455.0,407.0,1566.0,1486.4285714285713,5872
2020-04-07,2020-04-12 18:22:47,4745.285714285715,476.0,428.14285714285717,1293.0,1464.4285714285713,5254
2020-04-08,2020-04-12 18:22:47,4649.857142857143,396.0,432.57142857142856,957.0,1394.2857142857142,4049
2020-04-09,2020-04-12 18:22:47,4316.714285714285,340.0,424.2857142857143,352.0,1212.142857142857,3099
2020-04-10,2020-04-12 18:22:47,3946.4285714285716,295.0,406.7142857142857,117.0,995.7142857142857,2390
2020-04-11,2020-04-12 18:22:47,3542.714285714286,191.0,374.42857142857144,5.0,802.7142857142857,741
2020-04-12,2020-04-12 18:22:47,3071.0,29.0,311.7142857142857,,715.0,92
2020-03-02,2020-04-13 14:04:00,1.0,,,12.0,12.0,1
2020-03-03,2020-04-13 14:04:00,2.5,,,10.0,11.0,4
2020-03-04,2020-04-13 14:04:00,5.0,,,13.0,11.666666666666666,10
2020-03-05,2020-04-13 14:04:00,4.25,,,18.0,13.25,2
2020-03-06,2020-04-13 14:04:00,5.0,,,17.0,14.0,8
2020-03-07,2020-04-13 14:04:00,6.5,,,9.0,13.166666666666666,14
2020-03-08,2020-04-13 14:04:00,8.428571428571429,,,15.0,13.428571428571429,20
2020-03-09,2020-04-13 14:04:00,15.857142857142858,,,36.0,16.857142857142858,53
2020-03-10,2020-04-13 14:04:00,26.0,,,48.0,22.285714285714285,75
2020-03-11,2020-04-13 14:04:00,47.0,1.0,1.0,72.0,30.714285714285715,157
2020-03-12,2020-04-13 14:04:00,97.85714285714286,1.0,1.0,75.0,38.857142857142854,358
2020-03-13,2020-04-13 14:04:00,185.42857142857142,,1.0,138.0,56.142857142857146,621
2020-03-14,2020-04-13 14:04:00,275.2857142857143,2.0,1.3333333333333333,151.0,76.42857142857143,643
2020-03-15,2020-04-13 14:04:00,419.2857142857143,6.0,2.5,184.0,100.57142857142857,1028
2020-03-16,2020-04-13 14:04:00,712.5714285714286,9.0,3.8,301.0,138.42857142857142,2106
2020-03-17,2020-04-13 14:04:00,1043.4285714285713,7.0,4.333333333333333,342.0,180.42857142857142,2391
2020-03-18,2020-04-13 14:04:00,1434.5714285714287,21.0,7.666666666666667,435.0,232.28571428571428,2895
2020-03-19,2020-04-13 14:04:00,1894.5714285714287,25.0,11.666666666666666,513.0,294.85714285714283,3578
2020-03-20,2020-04-13 14:04:00,2351.4285714285716,45.0,16.428571428571427,604.0,361.42857142857144,3819
2020-03-21,2020-04-13 14:04:00,2613.4285714285716,36.0,21.285714285714285,643.0,431.7142857142857,2477
2020-03-22,2020-04-13 14:04:00,2811.4285714285716,45.0,26.857142857142858,679.0,502.42857142857144,2414
2020-03-23,2020-04-13 14:04:00,2980.285714285714,80.0,37.0,972.0,598.2857142857143,3288
2020-03-24,2020-04-13 14:04:00,3229.1428571428573,90.0,48.857142857142854,1045.0,698.7142857142857,4133
2020-03-25,2020-04-13 14:04:00,3457.714285714286,112.0,61.857142857142854,1213.0,809.8571428571429,4495
2020-03-26,2020-04-13 14:04:00,3609.1428571428573,173.0,83.0,1312.0,924.0,4638
2020-03-27,2020-04-13 14:04:00,3733.5714285714284,184.0,102.85714285714286,1270.0,1019.1428571428571,4690
2020-03-28,2020-04-13 14:04:00,3830.1428571428573,235.0,131.28571428571428,1224.0,1102.142857142857,3153
2020-03-29,2020-04-13 14:04:00,3941.8571428571427,254.0,161.14285714285714,1291.0,1189.5714285714287,3196
2020-03-30,2020-04-13 14:04:00,4278.428571428572,277.0,189.28571428571428,1563.0,1274.0,5644
2020-03-31,2020-04-13 14:04:00,4392.428571428572,328.0,223.28571428571428,1443.0,1330.857142857143,4931
2020-04-01,2020-04-13 14:04:00,4424.571428571428,365.0,259.42857142857144,1436.0,1362.7142857142858,4720
2020-04-02,2020-04-13 14:04:00,4541.285714285715,398.0,291.57142857142856,1632.0,1408.4285714285713,5455
2020-04-03,2020-04-13 14:04:00,4583.857142857143,418.0,325.0,1633.0,1460.2857142857142,4988
2020-04-04,2020-04-13 14:04:00,4648.857142857143,417.0,351.0,1355.0,1479.0,3608
2020-04-05,2020-04-13 14:04:00,4681.571428571428,468.0,381.57142857142856,1335.0,1485.2857142857142,3425
2020-04-06,2020-04-13 14:04:00,4722.571428571428,455.0,407.0,1610.0,1492.0,5931
2020-04-07,2020-04-13 14:04:00,4787.857142857143,476.0,428.14285714285717,1369.0,1481.4285714285713,5388
2020-04-08,2020-04-13 14:04:00,4763.428571428572,396.0,432.57142857142856,1232.0,1452.2857142857142,4549
2020-04-09,2020-04-13 14:04:00,4460.142857142857,340.0,424.2857142857143,835.0,1338.4285714285713,3332
2020-04-10,2020-04-13 14:04:00,4129.142857142857,295.0,406.7142857142857,611.0,1192.4285714285713,2671
2020-04-11,2020-04-13 14:04:00,3809.714285714286,191.0,374.42857142857144,149.0,1020.1428571428571,1372
2020-04-12,2020-04-13 14:04:00,3392.0,29.0,311.7142857142857,5.0,830.1428571428571,501
2020-04-13,2020-04-13 14:04:00,2548.714285714286,,287.8333333333333,,700.1666666666666,28
2020-03-02,2020-04-14 15:46:19,1.0,,,12.0,12.0,1
2020-03-03,2020-04-14 15:46:19,2.5,,,10.0,11.0,4
2020-03-04,2020-04-14 15:46:19,5.0,,,13.0,11.666666666666666,10
2020-03-05,2020-04-14 15:46:19,4.25,,,17.0,13.0,2
2020-03-06,2020-04-14 15:46:19,5.0,,,17.0,13.8,8
2020-03-07,2020-04-14 15:46:19,6.5,,,9.0,13.0,14
2020-03-08,2020-04-14 15:46:19,8.428571428571429,,,15.0,13.285714285714286,20
2020-03-09,2020-04-14 15:46:19,16.0,,,36.0,16.714285714285715,54
2020-03-10,2020-04-14 15:46:19,26.142857142857142,,,48.0,22.142857142857142,75
2020-03-11,2020-04-14 15:46:19,47.142857142857146,1.0,1.0,72.0,30.571428571428573,157
2020-03-12,2020-04-14 15:46:19,98.0,1.0,1.0,75.0,38.857142857142854,358
2020-03-13,2020-04-14 15:46:19,185.57142857142858,,1.0,138.0,56.142857142857146,621
2020-03-14,2020-04-14 15:46:19,275.42857142857144,2.0,1.3333333333333333,151.0,76.42857142857143,643
2020-03-15,2020-04-14 15:46:19,419.42857142857144,6.0,2.5,186.0,100.85714285714286,1028
2020-03-16,2020-04-14 15:46:19,712.5714285714286,9.0,3.8,301.0,138.71428571428572,2106
2020-03-17,2020-04-14 15:46:19,1043.4285714285713,7.0,4.333333333333333,342.0,180.71428571428572,2391
2020-03-18,2020-04-14 15:46:19,1434.5714285714287,21.0,7.666666666666667,435.0,232.57142857142858,2895
2020-03-19,2020-04-14 15:46:19,1894.7142857142858,25.0,11.666666666666666,512.0,295.0,3579
2020-03-20,2020-04-14 15:46:19,2351.5714285714284,45.0,16.428571428571427,604.0,361.57142857142856,3819
2020-03-21,2020-04-14 15:46:19,2613.5714285714284,36.0,21.285714285714285,642.0,431.7142857142857,2477
2020-03-22,2020-04-14 15:46:19,2811.5714285714284,45.0,26.857142857142858,679.0,502.14285714285717,2414
2020-03-23,2020-04-14 15:46:19,2980.4285714285716,80.0,37.0,973.0,598.1428571428571,3288
2020-03-24,2020-04-14 15:46:19,3229.4285714285716,90.0,48.857142857142854,1045.0,698.5714285714286,4134
2020-03-25,2020-04-14 15:46:19,3458.0,113.0,62.0,1214.0,809.8571428571429,4495
2020-03-26,2020-04-14 15:46:19,3609.285714285714,173.0,83.14285714285714,1312.0,924.1428571428571,4638
2020-03-27,2020-04-14 15:46:19,3733.8571428571427,184.0,103.0,1270.0,1019.2857142857143,4691
2020-03-28,2020-04-14 15:46:19,3831.4285714285716,236.0,131.57142857142858,1225.0,1102.5714285714287,3160
2020-03-29,2020-04-14 15:46:19,3944.5714285714284,255.0,161.57142857142858,1290.0,1189.857142857143,3206
2020-03-30,2020-04-14 15:46:19,4282.0,277.0,189.71428571428572,1565.0,1274.4285714285713,5650
2020-03-31,2020-04-14 15:46:19,4396.714285714285,329.0,223.85714285714286,1440.0,1330.857142857143,4937
2020-04-01,2020-04-14 15:46:19,4429.285714285715,366.0,260.0,1437.0,1362.7142857142858,4723
2020-04-02,2020-04-14 15:46:19,4546.714285714285,398.0,292.14285714285717,1633.0,1408.5714285714287,5460
2020-04-03,2020-04-14 15:46:19,4590.714285714285,420.0,325.85714285714283,1632.0,1460.2857142857142,4999
2020-04-04,2020-04-14 15:46:19,4655.714285714285,421.0,352.2857142857143,1356.0,1479.0,3615
2020-04-05,2020-04-14 15:46:19,4688.142857142857,473.0,383.42857142857144,1337.0,1485.7142857142858,3433
2020-04-06,2020-04-14 15:46:19,4732.0,463.0,410.0,1612.0,1492.4285714285713,5957
2020-04-07,2020-04-14 15:46:19,4801.571428571428,487.0,432.57142857142856,1373.0,1482.857142857143,5424
2020-04-08,2020-04-14 15:46:19,4789.571428571428,411.0,439.0,1239.0,1454.5714285714287,4639
2020-04-09,2020-04-14 15:46:19,4496.0,358.0,433.2857142857143,855.0,1343.4285714285713,3405
2020-04-10,2020-04-14 15:46:19,4169.0,316.0,418.42857142857144,644.0,1202.2857142857142,2710
2020-04-11,2020-04-14 15:46:19,3851.4285714285716,264.0,396.0,190.0,1035.7142857142858,1392
2020-04-12,2020-04-14 15:46:19,3441.285714285714,195.0,356.2857142857143,5.0,845.4285714285714,562
2020-04-13,2020-04-14 15:46:19,2599.714285714286,29.0,294.2857142857143,,717.6666666666666,66
2020-03-02,2020-04-15 13:45:28,1.0,,,12.0,12.0,1
2020-03-03,2020-04-15 13:45:28,2.0,,,10.0,11.0,3
2020-03-04,2020-04-15 13:45:28,4.666666666666667,,,13.0,11.666666666666666,10
2020-03-05,2020-04-15 13:45:28,4.0,,,17.0,13.0,2
2020-03-06,2020-04-15 13:45:28,4.8,,,17.0,13.8,8
2020-03-07,2020-04-15 13:45:28,6.333333333333333,,,9.0,13.0,14
2020-03-08,2020-04-15 13:45:28,8.428571428571429,,,15.0,13.285714285714286,21
2020-03-09,2020-04-15 13:45:28,16.0,,,36.0,16.714285714285715,54
2020-03-10,2020-04-15 13:45:28,26.285714285714285,,,48.0,22.142857142857142,75
2020-03-11,2020-04-15 13:45:28,47.285714285714285,1.0,1.0,72.0,30.571428571428573,157
2020-03-12,2020-04-15 13:45:28,98.14285714285714,1.0,1.0,75.0,38.857142857142854,358
2020-03-13,2020-04-15 13:45:28,185.71428571428572,,1.0,138.0,56.142857142857146,621
2020-03-14,2020-04-15 13:45:28,275.7142857142857,2.0,1.3333333333333333,151.0,76.42857142857143,644
2020-03-15,2020-04-15 13:45:28,419.57142857142856,6.0,2.5,186.0,100.85714285714286,1028
2020-03-16,2020-04-15 13:45:28,712.7142857142857,9.0,3.8,301.0,138.71428571428572,2106
2020-03-17,2020-04-15 13:45:28,1043.5714285714287,7.0,4.333333333333333,342.0,180.71428571428572,2391
2020-03-18,2020-04-15 13:45:28,1434.7142857142858,21.0,7.666666666666667,435.0,232.57142857142858,2895
2020-03-19,2020-04-15 13:45:28,1895.0,25.0,11.666666666666666,512.0,295.0,3580
2020-03-20,2020-04-15 13:45:28,2352.0,45.0,16.428571428571427,605.0,361.7142857142857,3820
2020-03-21,2020-04-15 13:45:28,2614.0,36.0,21.285714285714285,642.0,431.85714285714283,2478
2020-03-22,2020-04-15 13:45:28,2812.0,45.0,26.857142857142858,677.0,502.0,2414
2020-03-23,2020-04-15 13:45:28,2981.285714285714,80.0,37.0,975.0,598.2857142857143,3291
2020-03-24,2020-04-15 13:45:28,3230.4285714285716,90.0,48.857142857142854,1045.0,698.7142857142857,4135
2020-03-25,2020-04-15 13:45:28,3459.8571428571427,113.0,62.0,1213.0,809.8571428571429,4501
2020-03-26,2020-04-15 13:45:28,3612.4285714285716,173.0,83.14285714285714,1314.0,924.4285714285714,4648
2020-03-27,2020-04-15 13:45:28,3739.8571428571427,184.0,103.0,1268.0,1019.1428571428571,4712
2020-03-28,2020-04-15 13:45:28,3842.4285714285716,236.0,131.57142857142858,1224.0,1102.2857142857142,3196
2020-03-29,2020-04-15 13:45:28,3957.285714285714,255.0,161.57142857142858,1289.0,1189.7142857142858,3218
2020-03-30,2020-04-15 13:45:28,4300.714285714285,277.0,189.71428571428572,1564.0,1273.857142857143,5695
2020-03-31,2020-04-15 13:45:28,4418.571428571428,329.0,223.85714285714286,1443.0,1330.7142857142858,4960
2020-04-01,2020-04-15 13:45:28,4470.428571428572,366.0,260.0,1437.0,1362.7142857142858,4864
2020-04-02,2020-04-15 13:45:28,4595.0,399.0,292.2857142857143,1627.0,1407.4285714285713,5520
2020-04-03,2020-04-15 13:45:28,4688.857142857143,421.0,326.14285714285717,1638.0,1460.2857142857142,5369
2020-04-04,2020-04-15 13:45:28,4754.428571428572,421.0,352.57142857142856,1351.0,1478.4285714285713,3655
2020-04-05,2020-04-15 13:45:28,4798.0,472.0,383.57142857142856,1337.0,1485.2857142857142,3523
2020-04-06,2020-04-15 13:45:28,4844.571428571428,463.0,410.14285714285717,1609.0,1491.7142857142858,6021
2020-04-07,2020-04-15 13:45:28,4928.142857142857,487.0,432.7142857142857,1371.0,1481.4285714285713,5545
2020-04-08,2020-04-15 13:45:28,4943.857142857143,411.0,439.14285714285717,1249.0,1454.5714285714287,4974
2020-04-09,2020-04-15 13:45:28,4725.428571428572,363.0,434.0,884.0,1348.4285714285713,3991
2020-04-10,2020-04-15 13:45:28,4430.857142857143,328.0,420.7142857142857,680.0,1211.5714285714287,3307
2020-04-11,2020-04-15 13:45:28,4157.285714285715,283.0,401.0,216.0,1049.4285714285713,1740
2020-04-12,2020-04-15 13:45:28,3804.4285714285716,241.0,368.0,112.0,874.4285714285714,1053
2020-04-13,2020-04-15 13:45:28,3058.1428571428573,156.0,324.14285714285717,10.0,646.0,797
2020-04-14,2020-04-15 13:45:28,2269.714285714286,43.0,260.7142857142857,,525.1666666666666,26
2020-03-02,2020-04-16 09:58:59,1.0,,,12.0,12.0,1
2020-03-03,2020-04-16 09:58:59,2.0,,,10.0,11.0,3
2020-03-04,2020-04-16 09:58:59,4.666666666666667,,,13.0,11.666666666666666,10
2020-03-05,2020-04-16 09:58:59,4.0,,,17.0,13.0,2
2020-03-06,2020-04-16 09:58:59,4.8,,,17.0,13.8,8
2020-03-07,2020-04-16 09:58:59,6.333333333333333,,,9.0,13.0,14
2020-03-08,2020-04-16 09:58:59,8.428571428571429,,,15.0,13.285714285714286,21
2020-03-09,2020-04-16 09:58:59,16.0,,,36.0,16.714285714285715,54
2020-03-10,2020-04-16 09:58:59,26.285714285714285,,,48.0,22.142857142857142,75
2020-03-11,2020-04-16 09:58:59,47.285714285714285,1.0,1.0,72.0,30.571428571428573,157
2020-03-12,2020-04-16 09:58:59,98.14285714285714,1.0,1.0,75.0,38.857142857142854,358
2020-03-13,2020-04-16 09:58:59,185.71428571428572,,1.0,138.0,56.142857142857146,621
2020-03-14,2020-04-16 09:58:59,275.7142857142857,2.0,1.3333333333333333,151.0,76.42857142857143,644
2020-03-15,2020-04-16 09:58:59,419.57142857142856,6.0,2.5,186.0,100.85714285714286,1028
2020-03-16,2020-04-16 09:58:59,712.7142857142857,9.0,3.8,301.0,138.71428571428572,2106
2020-03-17,2020-04-16 09:58:59,1043.5714285714287,7.0,4.333333333333333,342.0,180.71428571428572,2391
2020-03-18,2020-04-16 09:58:59,1434.7142857142858,21.0,7.666666666666667,435.0,232.57142857142858,2895
2020-03-19,2020-04-16 09:58:59,1895.0,25.0,11.666666666666666,512.0,295.0,3580
2020-03-20,2020-04-16 09:58:59,2352.0,45.0,16.428571428571427,605.0,361.7142857142857,3820
2020-03-21,2020-04-16 09:58:59,2614.0,36.0,21.285714285714285,642.0,431.85714285714283,2478
2020-03-22,2020-04-16 09:58:59,2812.0,45.0,26.857142857142858,677.0,502.0,2414
2020-03-23,2020-04-16 09:58:59,2981.285714285714,80.0,37.0,975.0,598.2857142857143,3291
2020-03-24,2020-04-16 09:58:59,3230.4285714285716,90.0,48.857142857142854,1045.0,698.7142857142857,4135
2020-03-25,2020-04-16 09:58:59,3459.8571428571427,113.0,62.0,1213.0,809.8571428571429,4501
2020-03-26,2020-04-16 09:58:59,3612.4285714285716,173.0,83.14285714285714,1314.0,924.4285714285714,4648
2020-03-27,2020-04-16 09:58:59,3739.8571428571427,184.0,103.0,1268.0,1019.1428571428571,4712
2020-03-28,2020-04-16 09:58:59,3842.4285714285716,236.0,131.57142857142858,1224.0,1102.2857142857142,3196
2020-03-29,2020-04-16 09:58:59,3957.285714285714,255.0,161.57142857142858,1289.0,1189.7142857142858,3218
2020-03-30,2020-04-16 09:58:59,4300.714285714285,277.0,189.71428571428572,1564.0,1273.857142857143,5695
2020-03-31,2020-04-16 09:58:59,4418.571428571428,329.0,223.85714285714286,1443.0,1330.7142857142858,4960
2020-04-01,2020-04-16 09:58:59,4470.428571428572,366.0,260.0,1437.0,1362.7142857142858,4864
2020-04-02,2020-04-16 09:58:59,4595.0,399.0,292.2857142857143,1627.0,1407.4285714285713,5520
2020-04-03,2020-04-16 09:58:59,4688.857142857143,421.0,326.14285714285717,1638.0,1460.2857142857142,5369
2020-04-04,2020-04-16 09:58:59,4754.428571428572,421.0,352.57142857142856,1351.0,1478.4285714285713,3655
2020-04-05,2020-04-16 09:58:59,4798.0,472.0,383.57142857142856,1337.0,1485.2857142857142,3523
2020-04-06,2020-04-16 09:58:59,4844.571428571428,463.0,410.14285714285717,1609.0,1491.7142857142858,6021
2020-04-07,2020-04-16 09:58:59,4928.142857142857,487.0,432.7142857142857,1371.0,1481.4285714285713,5545
2020-04-08,2020-04-16 09:58:59,4943.857142857143,411.0,439.14285714285717,1249.0,1454.5714285714287,4974
2020-04-09,2020-04-16 09:58:59,4725.428571428572,363.0,434.0,884.0,1348.4285714285713,3991
2020-04-10,2020-04-16 09:58:59,4430.857142857143,328.0,420.7142857142857,680.0,1211.5714285714287,3307
2020-04-11,2020-04-16 09:58:59,4157.285714285715,283.0,401.0,216.0,1049.4285714285713,1740
2020-04-12,2020-04-16 09:58:59,3804.4285714285716,241.0,368.0,112.0,874.4285714285714,1053
2020-04-13,2020-04-16 09:58:59,3058.1428571428573,156.0,324.14285714285717,10.0,646.0,797
2020-04-14,2020-04-16 09:58:59,2269.714285714286,43.0,260.7142857142857,,525.1666666666666,26
2020-03-02,2020-04-16 14:24:09,1.0,,,12.0,12.0,1
2020-03-03,2020-04-16 14:24:09,2.0,,,7.0,9.5,3
2020-03-04,2020-04-16 14:24:09,4.666666666666667,,,10.0,9.666666666666666,10
2020-03-05,2020-04-16 14:24:09,4.0,,,15.0,11.0,2
2020-03-06,2020-04-16 14:24:09,4.8,,,11.0,11.0,8
2020-03-07,2020-04-16 14:24:09,6.333333333333333,,,9.0,10.666666666666666,14
2020-03-08,2020-04-16 14:24:09,8.428571428571429,,,15.0,11.285714285714286,21
2020-03-09,2020-04-16 14:24:09,16.0,,,36.0,14.714285714285714,54
2020-03-10,2020-04-16 14:24:09,26.285714285714285,,,47.0,20.428571428571427,75
2020-03-11,2020-04-16 14:24:09,47.285714285714285,1.0,1.0,71.0,29.142857142857142,157
2020-03-12,2020-04-16 14:24:09,98.14285714285714,1.0,1.0,74.0,37.57142857142857,358
2020-03-13,2020-04-16 14:24:09,185.85714285714286,,1.0,138.0,55.714285714285715,622
2020-03-14,2020-04-16 14:24:09,276.0,2.0,1.3333333333333333,154.0,76.42857142857143,645
2020-03-15,2020-04-16 14:24:09,419.85714285714283,6.0,2.5,188.0,101.14285714285714,1028
2020-03-16,2020-04-16 14:24:09,713.0,9.0,3.8,302.0,139.14285714285714,2106
2020-03-17,2020-04-16 14:24:09,1044.0,7.0,4.333333333333333,341.0,181.14285714285714,2392
2020-03-18,2020-04-16 14:24:09,1440.0,21.0,7.666666666666667,434.0,233.0,2929
2020-03-19,2020-04-16 14:24:09,1910.7142857142858,25.0,11.666666666666666,512.0,295.57142857142856,3653
2020-03-20,2020-04-16 14:24:09,2387.1428571428573,46.0,16.571428571428573,608.0,362.7142857142857,3957
2020-03-21,2020-04-16 14:24:09,2664.8571428571427,39.0,21.857142857142858,641.0,432.2857142857143,2589
2020-03-22,2020-04-16 14:24:09,2881.1428571428573,45.0,27.428571428571427,680.0,502.57142857142856,2542
2020-03-23,2020-04-16 14:24:09,3076.714285714286,81.0,37.714285714285715,981.0,599.5714285714286,3475
2020-03-24,2020-04-16 14:24:09,3358.8571428571427,92.0,49.857142857142854,1056.0,701.7142857142857,4367
2020-03-25,2020-04-16 14:24:09,3612.4285714285716,115.0,63.285714285714285,1219.0,813.8571428571429,4704
