"Date","Admit 0-4","Admit 5-12","Admit 13-17","Admit 18-24","Admit 25-34","Admit 35-44","Admit 45-54","Admit 55-64","Admit 65-74","Admit 75+","Admit All ages","Visit 0-4","Visit 5-12","Visit 13-17","Visit 18-24","Visit 25-34","Visit 35-44","Visit 45-54","Visit 55-64","Visit 65-74","Visit 75+","Visit All ages"
"2020-09-10",0.186832075330693,0,0,0.276407069251062,0.0666977923030748,0.697584178790825,0.757537737215841,1.9000095000475,1.28733632948944,3.65647424470954,0.80964448510659,4.67080188326732,1.59321884684132,0.684167192220365,2.48766362325956,2.20102714600147,3.13912880455871,2.74607429740742,3.400017000085,3.0037847688087,4.57059280588692,2.80994262478169
"2020-09-11",0,0.132768237236776,0,0,0.200093376909224,0.174396044697706,0.66284552006386,1.60000800004,1.57341106937599,3.83929795694502,0.726298729286794,6.16545848591286,1.19491413513099,0.912222922960487,2.76407069251062,2.13432935369839,1.74396044697706,1.98853656019158,2.200011000055,2.86074739886543,4.93624023035788,2.47655960150251
"2020-09-12",0.373664150661386,0,0,0.138203534625531,0.200093376909224,0.610386156441972,1.04161438867178,0.80000400002,1.14429895954617,2.74235568353215,0.654859510012683,6.16545848591286,1.46045060960454,0.228055730740122,2.2112565540085,1.13386246915227,1.83115846932592,2.8407665145594,2.00001000005,2.28859791909234,3.47365053247406,2.19080272440607
"2020-09-13",0.373664150661386,0.132768237236776,0,0.414610603876594,0.266791169212299,0.174396044697706,0.56815330291188,1.5000075000375,2.43163528903561,2.55953197129668,0.762018338923849,5.2312981092594,1.46045060960454,0.456111461480243,3.17868129638722,1.93423597678917,0.959178245837384,2.27261321164752,3.1000155000775,3.71897161852506,3.47365053247406,2.42893345531977
"2020-09-14",0.560496225992078,0.132768237236776,0.228055730740122,0.276407069251062,0.266791169212299,0.523188134093119,1.04161438867178,1.9000095000475,1.57341106937599,3.29082682023858,0.904896777472071,3.73664150661386,1.85875532131487,0.456111461480243,2.34946008863403,1.66744480757687,1.65676242462821,2.27261321164752,3.7000185000925,2.86074739886543,4.7534165181224,2.42893345531977
"2020-09-15",0.186832075330693,0,0,0.138203534625531,0.266791169212299,0.610386156441972,0.66284552006386,1.9000095000475,2.0025231792058,4.38776909365145,0.916803314017756,4.85763395859801,2.2570600330252,1.36833438444073,3.04047776176169,2.13432935369839,1.74396044697706,1.8938443430396,3.3000165000825,3.43289687863851,5.30188765482883,2.7265968689619
"2020-09-16",0.373664150661386,0,0,0.276407069251062,0.266791169212299,0.697584178790825,0.757537737215841,1.9000095000475,1.57341106937599,4.20494538141597,0.916803314017756,7.47328301322771,1.99152355855164,1.36833438444073,2.07305301938297,1.73414259987994,2.00555451402362,2.3673054287995,3.400017000085,3.14682213875197,6.21600621600622,2.85756877096443
"2020-09-17",0.186832075330693,0.132768237236776,0.456111461480243,0.276407069251062,0.266791169212299,0.174396044697706,1.13630660582376,1.400007000035,1.57341106937599,4.38776909365145,0.869177167835015,7.28645093789702,1.72598708407809,2.50861303814134,2.76407069251062,2.13432935369839,1.56956440227936,2.27261321164752,3.400017000085,2.86074739886543,5.11906394259335,2.84566223441875
"2020-09-18",0.186832075330693,0.132768237236776,0,0,0.466884546121523,0.174396044697706,0.37876886860792,1.3000065000325,2.57467265897888,4.7534165181224,0.85727063128933,5.41813018459009,1.32768237236776,0.456111461480243,2.90227422713615,1.46735143066764,1.4823663799305,1.23099882297574,2.80001400007,3.43289687863851,7.31294848941908,2.45274652841114
"2020-09-19",0,0.132768237236776,0,0,0.200093376909224,0.435990111744266,0.56815330291188,1.3000065000325,1.14429895954617,2.74235568353215,0.607233363829942,5.41813018459009,1.06214589789421,0.684167192220365,0.967424742378718,1.60074701527379,1.74396044697706,2.3673054287995,2.600013000065,2.71771002892216,4.02212166918049,2.17889618786038
"2020-09-20",0.747328301322771,0.132768237236776,0,0.138203534625531,0.0666977923030748,0.697584178790825,0.37876886860792,1.400007000035,1.71644843931926,2.55953197129668,0.702485656195423,4.67080188326732,1.46045060960454,1.59639011518085,1.65844241550637,1.26725805375842,1.91835649167477,1.13630660582376,3.20001600008,2.43163528903561,3.47365053247406,2.09555043204059
